precio,titulo_anuncio,tipo_alojamineto,n_personas,n_dormitorios,n_camas,n_banos,valoracion,n_evaluaciones,comunidad,url
50.0,Caracola,piso,4.0,2.0,4.0,1.0,4.36,33.0,islas_canarias,https://www.airbnb.es/rooms/36503661?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-21&check_out=2023-08-26&source_impression_id=p3_1691172402_MCBsWXEnAPTxKTja&previous_page_section_name=1000&federated_search_id=db65e09f-a6b3-4b8c-ab29-84b1d5d621d0
29.0,"Yurta única, vistas espectaculares, paraíso natural",piso,2.0,1.0,1.0,2.0,4.77,114.0,islas_canarias,https://www.airbnb.es/rooms/27621722?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-05&check_out=2023-08-10&source_impression_id=p3_1691172398_gNz7ao3Zd%2FScTG%2BA&previous_page_section_name=1000&federated_search_id=0740985b-f5f3-4f50-9c16-8534c5ce5db7
45.0,Casa de vacaciones Casa Las Toscas / para 2 a 3 personas,piso,3.0,1.0,2.0,1.0,4.46,24.0,islas_canarias,https://www.airbnb.es/rooms/37119014?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-05&check_out=2023-08-10&source_impression_id=p3_1691172382_sq%2F%2B1Tn1g1uB1u5%2F&previous_page_section_name=1000&federated_search_id=937af752-de63-420e-b876-b05ea5a3c988
90.0,La Palma Luxury,piso,2.0,1.0,1.0,1.0,5.0,37.0,islas_canarias,https://www.airbnb.es/rooms/50885867?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-30&source_impression_id=p3_1691172370_ed7ZrYOfE5lFXRkn&previous_page_section_name=1000&federated_search_id=dde3fff5-09c3-4336-8aa4-3076d8028d15
78.0,Casa ecológica con vistas al mar.,piso,4.0,1.0,4.0,1.0,4.81,233.0,islas_canarias,https://www.airbnb.es/rooms/155515?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-18&check_out=2023-09-23&source_impression_id=p3_1691172402_E36uQ0wchU7ZT4s2&previous_page_section_name=1000&federated_search_id=db65e09f-a6b3-4b8c-ab29-84b1d5d621d0
50.0,Casa rural para el senderismo y la naturaleza,casa,2.0,1.0,1.0,1.0,4.95,61.0,islas_canarias,https://www.airbnb.es/rooms/51367010?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691172394_ivoA%2B8ztoS9BOFg8&previous_page_section_name=1000&federated_search_id=efbb493d-9f9a-441e-b668-5008bc93ea7a
55.0,Céntrico y luminoso frente al mar,piso,3.0,1.0,4.0,1.0,4.61,67.0,islas_canarias,https://www.airbnb.es/rooms/47577546?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1691172386_uonK6UHDevnFC6pY&previous_page_section_name=1000&federated_search_id=026fff14-55a2-4f8c-a7d2-3faeed006dd7
28.0,Una cabaña ecológica en la isla de El Hierro.,casa,2.0,0.0,1.0,1.0,4.79,14.0,islas_canarias,https://www.airbnb.es/rooms/702912306739225888?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691172386_D7zVnNG1S1ik3HIT&previous_page_section_name=1000&federated_search_id=026fff14-55a2-4f8c-a7d2-3faeed006dd7
35.0,acogedor departamento independiente!,casa,2.0,1.0,1.0,1.0,4.75,326.0,islas_canarias,https://www.airbnb.es/rooms/2715753?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-07&check_out=2023-09-13&source_impression_id=p3_1691172355_3cM1Hnm7glGX%2F7rN&previous_page_section_name=1000&federated_search_id=eaecb95d-6fb2-45c3-9287-4bd389bef91d
98.0,La Yurta del Montseny,piso,3.0,1.0,1.0,1.0,4.98,54.0,cataluña,https://www.airbnb.es/rooms/613077651474896818?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-16&check_out=2023-08-21&source_impression_id=p3_1691085937_pAOReftFpwYgBoQI&previous_page_section_name=1000&federated_search_id=623fae17-3a89-44c7-b82e-e76137125768
69.0,"Bonito apartamento en la costa vasca, (lekeitio)",piso,3.0,1.0,2.0,1.0,4.54,179.0,pais_vasco,https://www.airbnb.es/rooms/23624867?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-23&source_impression_id=p3_1691085628_xWVJPCgIjBmLuUwZ&previous_page_section_name=1000&federated_search_id=a351f612-6da7-49ad-a724-ca1169f0384e
77.0,Balcones de Valverde. TR-CC-00322. Apartamento 3,piso,4.0,2.0,5.0,1.0,2.0,74.0,extremadura,https://www.airbnb.es/rooms/886255122751543322?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-12&source_impression_id=p3_1691086404_DJNu2Df4bOWeMePi&previous_page_section_name=1000&federated_search_id=602a9d1a-6239-48ab-848c-f2dd2ff5c2c2
33.0,Apartamento centro de vacaciones a 500 metros de la cornisa,piso,6.0,2.0,4.0,1.0,4.67,21.0,melilla,https://www.airbnb.es/rooms/24655045?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-30&check_out=2023-09-05&source_impression_id=p3_1691086594_XwZ%2FFvkVzWVfpkHw&previous_page_section_name=1000&federated_search_id=4e0efee2-1273-4cfe-8cda-85e9db70d91f
68.0,Estudio moderno en Centro Histórico - No Fumadores,piso,2.0,1.0,1.0,1.0,4.96,469.0,pais_vasco,https://www.airbnb.es/rooms/985201?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-30&check_out=2023-09-04&source_impression_id=p3_1691085664_ilT8Je8dUEwGZwH0&previous_page_section_name=1000&federated_search_id=0a63ffd2-16b3-46cf-b868-dc6e68a894be
104.0,"Los Lares, Casa junto al lago.",piso,4.0,1.0,2.0,1.0,4.9,10.0,castilla_la_mancha,https://www.airbnb.es/rooms/913052136970245778?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691086217_hTIhDZJIQC4BN8UW&previous_page_section_name=1000&federated_search_id=260d87fd-2bb8-4790-ab75-cb4042e7eb45
50.0,La Casina de Avenas 2. Muros de Nalón,piso,2.0,1.0,1.0,1.0,4.92,36.0,asturias,https://www.airbnb.es/rooms/625105427731209482?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-11&check_out=2023-09-16&source_impression_id=p3_1691085502_T%2F5kPZPhRDmzDZK4&previous_page_section_name=1000&federated_search_id=8cef3447-d6bb-482e-9cfa-cc193ebb9912
69.0,"Ipar-lekua (ideal familias), desayuno incluido",piso,4.0,2.0,4.0,1.0,4.53,148.0,pais_vasco,https://www.airbnb.es/rooms/1560846?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-10&check_out=2023-09-15&source_impression_id=p3_1691085668_G7fojFxbRO2SAu7J&previous_page_section_name=1000&federated_search_id=d5701b0d-fb49-4000-a334-7f48c501ff1b
77.0,Espectacular apartamento en pleno centro de Murcia,piso,4.0,2.0,2.0,1.0,2.0,74.0,murcia,https://www.airbnb.es/rooms/913789436379604574?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-07&check_out=2023-08-12&source_impression_id=p3_1691086303_QrUjV3tkQkYAgNHw&previous_page_section_name=1000&federated_search_id=5fa4b39f-2c59-4f96-bb64-6da22f242341
80.0,Apartamento Las Aldeas en Zaldierna - Ezcaray,piso,4.0,1.0,2.0,1.0,4.6,109.0,la_rioja,https://www.airbnb.es/rooms/27701871?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085766_GN2uliGbYDV57hPG&previous_page_section_name=1000&federated_search_id=24d89555-bc4f-4054-a78b-936ec0fbb1de
205.0,Can Gabriel,piso,4.0,3.0,3.0,2.0,4.92,24.0,baleares,https://www.airbnb.es/rooms/50971311?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-02&check_out=2023-09-07&source_impression_id=p3_1691086682_XYbfF6ruFQDCHzUH&previous_page_section_name=1000&federated_search_id=684ff2f9-4d23-4dd1-b22b-4cce5cd9b2a7
56.0,Gran apartamento junto al mar,piso,4.0,1.0,1.0,1.0,4.33,3.0,ceuta,https://www.airbnb.es/rooms/929182075182938238?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-19&check_out=2023-08-25&source_impression_id=p3_1691086499_zWAdLR85Ao7msht8&previous_page_section_name=1000&federated_search_id=3f4508eb-959a-4b83-8f53-6b894315fc56
70.0,Apartamento Puerto de Jávea,piso,2.0,1.0,1.0,1.0,4.72,25.0,comunidad_valenciana,https://www.airbnb.es/rooms/31008096?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-27&source_impression_id=p3_1691086148_IDkGnBQ0dJ9dUoW9&previous_page_section_name=1000&federated_search_id=4c0865b2-4c53-4972-855b-c03ebb5e23fd
44.0,Alojamiento rural desde 39€ en el pueblo de Sella.,casa,5.0,3.0,5.0,1.0,4.87,39.0,comunidad_valenciana,https://www.airbnb.es/rooms/630134107938928153?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-14&check_out=2023-09-19&source_impression_id=p3_1691086161_p%2FWBjzLQfry4hQ6O&previous_page_section_name=1000&federated_search_id=394e1388-1978-460e-be66-1d6935e2084a
150.0,Casa de Campo La Garza,casa,6.0,2.0,3.0,1.0,5.0,4.0,extremadura,https://www.airbnb.es/rooms/873204854796236124?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-18&check_out=2023-09-23&source_impression_id=p3_1691086384_llMSix7X5QAd3NSw&previous_page_section_name=1000&federated_search_id=6afdde1c-5012-464b-8a8b-088a19e697aa
125.0,Casa rural cerca de Las Bardenas Reales,casa,6.0,3.0,4.0,1.0,5.0,59.0,navarra,https://www.airbnb.es/rooms/52818911?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1691085711_%2By7M34GOvgAZZs9f&previous_page_section_name=1000&federated_search_id=61caa4df-ea64-4b99-98f1-7952281d9540
90.0,Minicasa domo-bio,piso,3.0,2.0,2.0,1.0,5.0,4.0,pais_vasco,https://www.airbnb.es/rooms/676118228698995411?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1691085628_00knOMW%2FO5Jce40y&previous_page_section_name=1000&federated_search_id=a351f612-6da7-49ad-a724-ca1169f0384e
60.0,Apartamento Peña negra I,piso,2.0,1.0,1.0,1.0,4.76,67.0,extremadura,https://www.airbnb.es/rooms/45013297?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086354_e6spJy4Dp9dLGLu6&previous_page_section_name=1000&federated_search_id=a01b7ab3-870d-4240-8747-a3a769a87ff8
80.0,precio inmejorable de estudio de lujo con piscina,piso,3.0,1.0,2.0,1.0,4.22,9.0,ceuta,https://www.airbnb.es/rooms/801278117770118900?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086516_%2FUqWgMEVHbobv1ow&previous_page_section_name=1000&federated_search_id=0a1cc9de-7115-40ba-b24c-e3a72d7676cc
60.0,Casa Morería,piso,3.0,1.0,2.0,1.0,1.0,74.0,extremadura,https://www.airbnb.es/rooms/926738708750373954?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-05&check_out=2023-08-10&source_impression_id=p3_1691086398_Pq1kmxyJGqupZatc&previous_page_section_name=1000&federated_search_id=f2cb83dc-d7c3-4b43-bb23-2c37d1a339df
56.0,Casa de Montaña,casa,4.0,1.0,3.0,1.0,4.63,122.0,comunidad_valenciana,https://www.airbnb.es/rooms/39327716?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-30&check_out=2023-09-05&source_impression_id=p3_1691086140_YVFuKiMg3upuYw22&previous_page_section_name=1000&federated_search_id=62f88a3c-3e45-4ef1-a781-d297556d3c5d
70.0,CASA CENTENARIA REFORMADA Y CON CHIMENEA.,piso,5.0,2.0,3.0,1.0,5.0,3.0,castilla_y_leon,https://www.airbnb.es/rooms/50686417?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-09&source_impression_id=p3_1691085985_olSeghWoZn1RaTUp&previous_page_section_name=1000&federated_search_id=b50051a8-7f1a-4116-b1ff-f525b30baff0
135.0,PLANETA CHICOTE: APARTAMENTO THALASSA CON PATIO,casa,2.0,1.0,1.0,1.0,4.79,14.0,castilla_la_mancha,https://www.airbnb.es/rooms/829516?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086252_La4onzO%2BNXXhiLj2&previous_page_section_name=1000&federated_search_id=10b3325f-93e8-4cac-a023-c47a93311067
86.0,"A. T. Arquímedes 5-3, en el centro de Melilla",piso,4.0,2.0,3.0,1.0,1.0,74.0,melilla,https://www.airbnb.es/rooms/41903941?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-01&check_out=2024-01-07&source_impression_id=p3_1691086602_CPhqzbWDayQ0ysGW&previous_page_section_name=1000&federated_search_id=22c2eb27-1058-46cd-bf08-ad381b8afbe6
68.0,Espectacular Loft/terraza - Cal Eugenio Margalef,piso,2.0,1.0,1.0,1.0,4.89,45.0,aragon,https://www.airbnb.es/rooms/45264560?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-23&check_out=2023-08-28&source_impression_id=p3_1691085873_NfTJMPTQIOCb%2FO3P&previous_page_section_name=1000&federated_search_id=a37df857-e886-40ea-af94-2a6b7a0ca5ad
45.0,MontePino,piso,3.0,2.0,3.0,2.0,4.94,34.0,murcia,https://www.airbnb.es/rooms/556580843638156422?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-06-01&check_out=2024-06-06&source_impression_id=p3_1691086327_%2BxnqdjeTvJX9fgy9&previous_page_section_name=1000&federated_search_id=bdea0111-397a-49c2-b9cd-2aa51a1bbf54
52.0,Casa Otero,piso,4.0,2.0,3.0,1.0,5.0,3.0,galicia,https://www.airbnb.es/rooms/936889148351290661?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691085419_PmwCFMkjqK2DKY7b&previous_page_section_name=1000&federated_search_id=35f1baf4-7172-46fc-8a8c-cec85d19a936
65.0,Tornatura: loft entre montañas,piso,4.0,1.0,2.0,1.0,5.0,6.0,comunidad_valenciana,https://www.airbnb.es/rooms/903524110056666405?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691086140_tkuQvXpTfkTiF9UU&previous_page_section_name=1000&federated_search_id=62f88a3c-3e45-4ef1-a781-d297556d3c5d
200.0,Casa en leatxe,piso,10.0,5.0,7.0,2.0,5.0,4.0,navarra,https://www.airbnb.es/rooms/900251525068504069?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-02&check_out=2023-09-07&source_impression_id=p3_1691085720_tLT7kwdnsT4tRX1N&previous_page_section_name=1000&federated_search_id=e5a274f3-e5da-4a93-97c4-a5fe81bb9770
69.0,Estudio con jardín en plena naturaleza,piso,2.0,1.0,1.0,1.0,4.83,6.0,navarra,https://www.airbnb.es/rooms/35422404?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-06&check_out=2023-09-11&source_impression_id=p3_1691085699_Y7nCt1YeTyAGW5Lt&previous_page_section_name=1000&federated_search_id=9b7f2438-a9ca-42d1-9efe-07447cbb6959
35.0,Cabaña a 20 min de la playa,casa,6.0,1.0,6.0,1.0,5.0,7.0,galicia,https://www.airbnb.es/rooms/43562432?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691085419_%2BQPB2SzsPRyKpehP&previous_page_section_name=1000&federated_search_id=35f1baf4-7172-46fc-8a8c-cec85d19a936
32.0,Casa Piedras: Villa con Vistas a la Montaña,piso,2.0,1.0,1.0,1.0,4.88,91.0,cataluña,https://www.airbnb.es/rooms/21146839?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-20&check_out=2023-09-25&source_impression_id=p3_1691085911_oCJ1t7b%2FjtvOPIpB&previous_page_section_name=1000&federated_search_id=6c94fe2a-1102-4e23-9f19-928613d0b067
95.0,Apartamento en casa de pueblo. (Monte - Tranquilo),piso,2.0,1.0,1.0,1.0,4.9,62.0,navarra,https://www.airbnb.es/rooms/35362661?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691085699_uX9BX%2BmW%2FgVTnquB&previous_page_section_name=1000&federated_search_id=9b7f2438-a9ca-42d1-9efe-07447cbb6959
65.0,Apartamento en Puebla de Lillo,piso,4.0,1.0,2.0,1.0,4.8,97.0,castilla_y_leon,https://www.airbnb.es/rooms/17473336?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691086009_t42v5Oa3aS5yBvFK&previous_page_section_name=1000&federated_search_id=b4630cea-274f-4c9d-af80-3661f9173b18
60.0,"Bonito Apartamento, zona tranquila",piso,5.0,2.0,4.0,2.0,5.0,4.0,melilla,https://www.airbnb.es/rooms/870095937219227163?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-19&check_out=2023-08-24&source_impression_id=p3_1691086591_OELVdPnuC7Jvytu0&previous_page_section_name=1000&federated_search_id=ef1d8409-2e7a-469c-95f6-47ee992badb2
65.0,Los Duquesos 1,piso,4.0,3.0,3.0,1.0,4.85,13.0,murcia,https://www.airbnb.es/rooms/869268919468910855?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-16&check_out=2023-08-21&source_impression_id=p3_1691086295_JhcM37fvKXmB%2B62%2B&previous_page_section_name=1000&federated_search_id=bb4b79f6-2eab-4faa-a03c-305e3ae7e76a
75.0,Casa rural El Caleyo,casa,2.0,1.0,2.0,1.0,4.89,9.0,castilla_y_leon,https://www.airbnb.es/rooms/50741167?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-23&check_out=2023-08-28&source_impression_id=p3_1691085997_1lQHKoUaA%2FtP3uzP&previous_page_section_name=1000&federated_search_id=26d3c233-9c23-44d6-9a61-e538221c3edc
27.0,HABITACIONES PRIVADAS COMBARRO.,piso,2.0,1.0,1.0,1.0,4.17,23.0,galicia,https://www.airbnb.es/rooms/643356214283233841?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-21&check_out=2023-08-26&source_impression_id=p3_1691085427_t8WDei0OhEuUBXld&previous_page_section_name=1000&federated_search_id=43f0cc97-1db5-4878-899d-4b46768c551e
143.0,Casa domo de lujo en una granja ecológica,piso,2.0,1.0,1.0,1.0,4.98,49.0,andalucia,https://www.airbnb.es/rooms/742689110698028692?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691086413_6jzh42neY8tiCisK&previous_page_section_name=1000&federated_search_id=87af01fd-537e-4d7c-874e-5c065cc5d659
39.0,LOFT-ZENN- Apartamento. Recién Reformado Céntrico,piso,5.0,2.0,4.0,1.0,4.61,57.0,comunidad_valenciana,https://www.airbnb.es/rooms/48951757?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-23&check_out=2023-08-28&source_impression_id=p3_1691086177_AM1IqUs9kFr0AT1s&previous_page_section_name=1000&federated_search_id=ea84f72c-2f2d-4c13-8604-d8d1dad0bb25
42.0,Logis Nador Al boustane,piso,6.0,2.0,3.0,1.0,4.7,20.0,melilla,https://www.airbnb.es/rooms/30811047?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-18&check_out=2023-08-23&source_impression_id=p3_1691086594_fUAstaVTC6eSSlwC&previous_page_section_name=1000&federated_search_id=4e0efee2-1273-4cfe-8cda-85e9db70d91f
115.0,APARTAMENTOS TURISTICOS LOS ZAPATOS MORADOS,piso,4.0,1.0,1.0,1.0,4.61,57.0,la_rioja,https://www.airbnb.es/rooms/44017118?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691085799_UbCAvf4Dc3O5WFI3&previous_page_section_name=1000&federated_search_id=678c079a-0bb1-4ea7-8a80-33c5cc3f232f
60.0,ksota,piso,4.0,2.0,4.0,2.0,5.0,13.0,castilla_la_mancha,https://www.airbnb.es/rooms/899204616447299939?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-08&check_out=2023-09-13&source_impression_id=p3_1691086228_BH5MVRAy%2BJw5Gw0f&previous_page_section_name=1000&federated_search_id=0c549cdd-86e4-4555-beaf-36e438b3cc66
40.0,Apartamento Corniche,piso,3.0,1.0,2.0,1.0,4.75,4.0,melilla,https://www.airbnb.es/rooms/879850844143505582?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-17&check_out=2023-08-22&source_impression_id=p3_1691086578_PcAb4niQ4CvA91vA&previous_page_section_name=1000&federated_search_id=1b80f752-7b37-41c7-bb92-f77123ee1753
32.0,Villena 2 áreas,piso,4.0,2.0,3.0,1.0,4.62,13.0,comunidad_valenciana,https://www.airbnb.es/rooms/685211298516971545?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691086177_XjG5BVaN38vZVs8H&previous_page_section_name=1000&federated_search_id=ea84f72c-2f2d-4c13-8604-d8d1dad0bb25
75.0,Vista al estrecho.,piso,5.0,2.0,1.0,1.0,2.0,74.0,ceuta,https://www.airbnb.es/rooms/926944059098827814?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691086524_NLMVE%2Bp7W%2F9CcKbm&previous_page_section_name=1000&federated_search_id=9468dbfa-396d-4595-9249-0d5e62bb5952
86.0,La Morica,piso,4.0,2.0,2.0,1.0,5.0,3.0,aragon,https://www.airbnb.es/rooms/903501594314507230?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1691085865_kXN7etr92Ua6SVly&previous_page_section_name=1000&federated_search_id=58c7cf4e-4087-4c1f-a350-353ce9ffb2fd
40.0,Pequeño y acogedor apartamento,piso,4.0,1.0,2.0,1.0,4.25,4.0,galicia,https://www.airbnb.es/rooms/923581633932120987?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-18&check_out=2023-09-23&source_impression_id=p3_1691085419_GPNodG8YAtVSCtSj&previous_page_section_name=1000&federated_search_id=35f1baf4-7172-46fc-8a8c-cec85d19a936
33.0,Apartamento con encanto y con mucha tranquilidad,piso,3.0,1.0,4.0,1.0,4.89,103.0,comunidad_valenciana,https://www.airbnb.es/rooms/49091885?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-21&check_out=2023-09-26&source_impression_id=p3_1691086152_pPmHGxm5OJYshxCw&previous_page_section_name=1000&federated_search_id=a6941712-f067-45b8-8a9c-74654d86b617
55.0,Comoda vivienda en pleno corazón de las Villuercas,casa,5.0,3.0,4.0,1.0,4.86,7.0,extremadura,https://www.airbnb.es/rooms/50001215?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086375_PykPcqVH5M4syae2&previous_page_section_name=1000&federated_search_id=b75cf506-cd7c-451a-875e-aa9b2560bab4
46.0,Estudio cálido y moderno en Juneda,piso,4.0,1.0,2.0,1.0,4.89,282.0,cataluña,https://www.airbnb.es/rooms/21124875?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-09&check_out=2023-09-14&source_impression_id=p3_1691085915_iz%2Bfh24iHuWGYcfl&previous_page_section_name=1000&federated_search_id=c7d28109-dd8c-47a5-a71d-7c0ad3858f19
47.0,"Casa Pinilla ""Urbasos"" UPE 00708",piso,2.0,1.0,2.0,1.0,4.96,72.0,aragon,https://www.airbnb.es/rooms/23788393?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691085873_N7nd%2FujzRVUx%2BRz0&previous_page_section_name=1000&federated_search_id=a37df857-e886-40ea-af94-2a6b7a0ca5ad
48.0,Apartamento Rural Pompeya 1 en Tuéjar,piso,4.0,1.0,2.0,1.0,4.79,81.0,castilla_la_mancha,https://www.airbnb.es/rooms/22043629?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-26&source_impression_id=p3_1691086244_YcqTbxes3V4520RI&previous_page_section_name=1000&federated_search_id=39cbfae6-f721-4263-a31e-4869c5a4f1f2
120.0,Romántica cabaña en el bosque con piscina,casa,2.0,1.0,1.0,1.0,4.97,35.0,extremadura,https://www.airbnb.es/rooms/689035528935521076?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1691086366_oiSAZdrlXm1Ok7V9&previous_page_section_name=1000&federated_search_id=8b1ac4b3-dd7a-4299-9a2a-fdcdfa8a9083
160.0,Apartamento en pleno centro.,piso,5.0,4.0,4.0,1.0,2.0,74.0,extremadura,https://www.airbnb.es/rooms/862076062254509614?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086384_qLVT710Gy0S9cesR&previous_page_section_name=1000&federated_search_id=6afdde1c-5012-464b-8a8b-088a19e697aa
80.0,Amplio piso en el centro de Calahorra,piso,6.0,3.0,4.0,1.0,4.87,54.0,la_rioja,https://www.airbnb.es/rooms/664316121677797512?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085810_pxddImnDgOEP2CVc&previous_page_section_name=1000&federated_search_id=8389f586-7cd4-487a-8ec0-8f2c0ebb30ca
40.0,Estudio baluarte,piso,2.0,1.0,1.0,1.0,4.34,77.0,andalucia,https://www.airbnb.es/rooms/33149251?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1691086473_ex%2BNQYwQ71djkyWt&previous_page_section_name=1000&federated_search_id=d33f7196-1f0b-4229-80d2-3be507103135
45.0,Casita acogedora y hogareña.,piso,4.0,1.0,3.0,1.0,4.91,44.0,castilla_la_mancha,https://www.airbnb.es/rooms/707932522460818015?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-23&check_out=2023-08-28&source_impression_id=p3_1691086186_nr3dWXvWDzghhtKD&previous_page_section_name=1000&federated_search_id=f7c6e6d5-8d40-4b0b-9666-c7a42ffb97ee
