precio,titulo_anuncio,tipo_alojamineto,n_personas,n_dormitorios,n_camas,n_banos,valoracion,n_evaluaciones,comunidad,url
86.0,"A. Arquímedes 3-2, Melilla a un paso",piso,4.0,2.0,3.0,1.0,1.0,74.0,melilla,https://www.airbnb.es/rooms/34251390?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-01&check_out=2024-01-07&source_impression_id=p3_1691086613_OwC6X%2FAKTBsj6tOH&previous_page_section_name=1000&federated_search_id=b67421ed-36a3-4506-a32a-337d22d75b73
90.0,Loft 1a línea puerto deportivo y vistas EBI1286,piso,2.0,1.0,1.0,1.0,4.87,90.0,pais_vasco,https://www.airbnb.es/rooms/39461039?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-11&check_out=2023-09-16&source_impression_id=p3_1691085656_WgrM5RVD6GXTPZQ3&previous_page_section_name=1000&federated_search_id=ebd8fb6f-1272-4b76-a753-0789fcf83d2b
144.0,El rincón del amor,piso,2.0,1.0,1.0,1.0,4.91,11.0,castilla_la_mancha,https://www.airbnb.es/rooms/855729151864681537?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691086244_WYQHzNXwLo58Nz1o&previous_page_section_name=1000&federated_search_id=39cbfae6-f721-4263-a31e-4869c5a4f1f2
110.0,Cabaña solitaria con vistas a la sierra y piscina,piso,2.0,1.0,1.0,1.0,4.86,22.0,castilla_la_mancha,https://www.airbnb.es/rooms/752132604490641283?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1691086216_w23YgpxebN6%2BWio5&previous_page_section_name=1000&federated_search_id=260d87fd-2bb8-4790-ab75-cb4042e7eb45
62.0,Cabaña rústica El Til ·ler,casa,4.0,1.0,2.0,1.0,4.85,255.0,cataluña,https://www.airbnb.es/rooms/19602950?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-30&check_out=2023-09-04&source_impression_id=p3_1691085906_8qUaCvxHC4BwN4uK&previous_page_section_name=1000&federated_search_id=2e9babc7-9a92-4a34-9951-210ff2270237
91.0,Cabo Lastres,piso,2.0,1.0,1.0,1.0,2.0,74.0,asturias,https://www.airbnb.es/rooms/914465811115465483?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-24&check_out=2023-09-29&source_impression_id=p3_1691085498_NHWxaqnss9xVeo1Y&previous_page_section_name=1000&federated_search_id=42ea6fea-c7e4-4482-94ab-997d9fc02a58
50.0,Habitación pequeña para dos personas.,piso,2.0,1.0,1.0,1.0,4.65,198.0,cataluña,https://www.airbnb.es/rooms/24405063?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-24&check_out=2023-09-29&source_impression_id=p3_1691085937_rtzNdBka9DapEdMl&previous_page_section_name=1000&federated_search_id=623fae17-3a89-44c7-b82e-e76137125768
65.0,Apartamento amueblado Anis 2 Hay Al Matar / Wifi,piso,6.0,2.0,3.0,1.0,1.0,74.0,melilla,https://www.airbnb.es/rooms/728355671757409704?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-30&source_impression_id=p3_1691086621_%2FbEf6VM49vxMtFqU&previous_page_section_name=1000&federated_search_id=d7cf7e74-98c3-4468-86dd-76e02afbf9b3
114.0,Apartamento Villamediana Suite,piso,4.0,1.0,3.0,1.0,4.8,10.0,la_rioja,https://www.airbnb.es/rooms/729626745682204039?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-24&check_out=2023-08-29&source_impression_id=p3_1691085799_zBJKkC0BlWcAUQrx&previous_page_section_name=1000&federated_search_id=678c079a-0bb1-4ea7-8a80-33c5cc3f232f
30.0,cabaña entre mar y montaña,casa,4.0,2.0,3.0,1.0,5.0,20.0,aragon,https://www.airbnb.es/rooms/807300711906529102?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-28&check_out=2023-10-03&source_impression_id=p3_1691085888_79kV730PZCK6130K&previous_page_section_name=1000&federated_search_id=f990870d-b08c-461d-b466-25185206e6c1
49.0,"Piso con terrazas,precioso entorno.",piso,4.0,2.0,3.0,2.0,4.93,124.0,la_rioja,https://www.airbnb.es/rooms/8798615?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-08&check_out=2023-09-14&source_impression_id=p3_1691085752_30mHR9rZMqhtzAG1&previous_page_section_name=1000&federated_search_id=1ba26053-784a-4178-b2ad-a01a6c971a28
91.0,Dúplex Baldisera con jardín,casa,6.0,3.0,7.0,2.0,4.25,204.0,navarra,https://www.airbnb.es/rooms/4143109?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1691085731_gnZ4QyCqDdLKpnVx&previous_page_section_name=1000&federated_search_id=db3936bb-34ca-4be5-bbf1-72b0102a1134
51.0,APARTAMENTO RURAL,piso,4.0,2.0,3.0,1.0,4.48,226.0,cataluña,https://www.airbnb.es/rooms/7127581?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1691085924_lqw4LD7RU72PqdK5&previous_page_section_name=1000&federated_search_id=c03c9b9c-a2ce-4fb0-9e27-34ce978f22e4
39.0,Cal Macià,piso,3.0,1.0,1.0,1.0,4.5,22.0,aragon,https://www.airbnb.es/rooms/19028967?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-11&check_out=2023-08-16&source_impression_id=p3_1691085837_93gZq2R1qdXHYP1A&previous_page_section_name=1000&federated_search_id=f62aab82-e762-443f-9b72-a933a55056aa
65.0,APARTAMENTO IDEAL EN LA BARQUERA,piso,2.0,1.0,1.0,1.0,4.89,176.0,cantabria,https://www.airbnb.es/rooms/26862846?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-18&check_out=2023-09-24&source_impression_id=p3_1691085567_lQIjTeQ0eMC6GKA5&previous_page_section_name=1000&federated_search_id=2389c15b-9aec-4d72-8904-d53357b810db
75.0,Casa Patio Sajazarra,piso,2.0,1.0,1.0,1.0,4.91,70.0,la_rioja,https://www.airbnb.es/rooms/5166606?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-26&check_out=2023-10-02&source_impression_id=p3_1691085795_RFgJjVH25DbBipCt&previous_page_section_name=1000&federated_search_id=00622a2c-a204-437a-b9a8-6dfbe9a4e0f5
94.0,Apartamento en Marina Smir Mdiq,piso,5.0,2.0,3.0,2.0,2.0,74.0,ceuta,https://www.airbnb.es/rooms/918073299659392075?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691086528_gsW9yVa7QxQJrLE8&previous_page_section_name=1000&federated_search_id=277aed56-87fa-427a-91d7-eaaf0a0a6e7b
64.0,"Agradable casa rural con barbacoa, chimenea…",casa,4.0,3.0,4.0,1.0,4.56,18.0,castilla_y_leon,https://www.airbnb.es/rooms/625007226835277966?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691086033_WPtq1Zt2cEv5rmPk&previous_page_section_name=1000&federated_search_id=4922aeb6-8bb7-42c2-9e14-844bd77df82a
80.0,Acogedora casa en centro Mallorca- Reg. T. ET/3349,piso,5.0,4.0,4.0,1.0,4.67,156.0,baleares,https://www.airbnb.es/rooms/1132308?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-12-02&check_out=2023-12-09&source_impression_id=p3_1691086626_4cI9SjZXSjkY7cay&previous_page_section_name=1000&federated_search_id=25d6f8ef-1426-4009-a1a6-b007ee094b9b
63.0,Lugar ideal para escapada en la sierra,piso,2.0,1.0,1.0,1.0,5.0,10.0,castilla_y_leon,https://www.airbnb.es/rooms/687445716215494825?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691085980_5i4XVHIeHA4N2FfQ&previous_page_section_name=1000&federated_search_id=5c608d43-2220-4bac-92b4-438c79a82ae1
59.0,"Ronda Sur con garaje gratis, ideal parejas",piso,4.0,1.0,2.0,1.0,4.85,273.0,murcia,https://www.airbnb.es/rooms/6153198?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-21&check_out=2023-08-26&source_impression_id=p3_1691086295_1zb8GA6tX6RGuzlL&previous_page_section_name=1000&federated_search_id=bb4b79f6-2eab-4faa-a03c-305e3ae7e76a
95.0,Acogedora cabaña en plena sierra de Ancares,casa,4.0,1.0,2.0,1.0,4.69,168.0,galicia,https://www.airbnb.es/rooms/29901904?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1691085423_%2Berk%2BTjm%2BtPDulsk&previous_page_section_name=1000&federated_search_id=1ff38b49-fee4-4bbe-9f77-4d42073c5db1
99.0,Apartamento con vistas a tres continentes.,piso,2.0,1.0,1.0,1.0,4.66,123.0,andalucia,https://www.airbnb.es/rooms/18405830?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086465_vHx%2F26kBEytaxWGF&previous_page_section_name=1000&federated_search_id=169d9bbd-c634-402b-b9a1-333da7c9ec2d
35.0,"Paz, naturaleza, vistas al mar y cabras",piso,3.0,1.0,2.0,1.0,4.92,12.0,aragon,https://www.airbnb.es/rooms/834581149395922421?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-31&source_impression_id=p3_1691085865_m%2FO%2BFbIPNRfLrkK7&previous_page_section_name=1000&federated_search_id=58c7cf4e-4087-4c1f-a350-353ce9ffb2fd
75.0,El granero del Parrache,piso,4.0,1.0,2.0,1.0,4.94,64.0,castilla_y_leon,https://www.airbnb.es/rooms/680138822547739594?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691085989_xA5DsqtWH4ib1NHQ&previous_page_section_name=1000&federated_search_id=a15937ca-4c81-47d0-8fcc-29b6f458c6b3
70.0,Bonito y práctico apartamento con 2 habitaciones,piso,4.0,2.0,2.0,1.0,4.78,9.0,cantabria,https://www.airbnb.es/rooms/637820864665412932?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-09&source_impression_id=p3_1691085558_Y%2BJ%2FCyDDWcHYgNhi&previous_page_section_name=1000&federated_search_id=a345c60f-4489-4ad4-a674-282fcc165fbd
75.0,"A. Arquímedes 3-1, Melilla a un paso",piso,3.0,2.0,2.0,1.0,1.0,74.0,melilla,https://www.airbnb.es/rooms/34249810?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-01&check_out=2024-01-06&source_impression_id=p3_1691086610_0KWjUm8nQsJbK0Cq&previous_page_section_name=1000&federated_search_id=f203a7e0-22ac-46c2-b22c-d6e2b359cc7c
25.0,Apartamento'Sophie en Carrion de Calatrava,piso,2.0,1.0,1.0,1.0,4.3,27.0,castilla_la_mancha,https://www.airbnb.es/rooms/588463746540046766?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-10&source_impression_id=p3_1691086204_4A4wYwApEQQFyoEp&previous_page_section_name=1000&federated_search_id=52c46078-d656-4620-bd52-34359b851775
70.0,Valderrodies. Cabaña a 10 km de Potes,casa,2.0,1.0,1.0,1.0,4.96,286.0,castilla_y_leon,https://www.airbnb.es/rooms/21214939?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-27&check_out=2023-10-03&source_impression_id=p3_1691086021_5AkEmmaih2y8heAL&previous_page_section_name=1000&federated_search_id=11f1ee4c-f3aa-4d86-b352-af0e3928e42f
82.0,Loft Nuevo junto al Centro Histórico y Parques,piso,4.0,1.0,2.0,1.0,4.91,221.0,la_rioja,https://www.airbnb.es/rooms/14691094?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-21&check_out=2023-08-26&source_impression_id=p3_1691085791_XY6j3zq90JtLq5%2Bz&previous_page_section_name=1000&federated_search_id=f36f17f3-857b-4792-bf42-9cb7f4788e6f
30.0,El sabor del buen Turismo Rural Apto. Sobra,piso,2.0,1.0,1.0,1.0,4.8,124.0,cantabria,https://www.airbnb.es/rooms/10376695?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1691085579_wvLXNDyBrYBvKAcI&previous_page_section_name=1000&federated_search_id=3bd3b8aa-cf5b-4847-aa79-dad04cc7fcef
77.0,Precioso apartamento centro Logroño.,piso,4.0,1.0,2.0,1.0,4.85,27.0,la_rioja,https://www.airbnb.es/rooms/755788640425230497?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-17&check_out=2023-08-23&source_impression_id=p3_1691085818_YxleyPraINx5SeZ6&previous_page_section_name=1000&federated_search_id=922e5e28-4e5e-4666-9196-22f229771e43
67.0,Acogedora buhardilla individual B&B centro Gijón,piso,1.0,1.0,1.0,1.0,4.64,22.0,asturias,https://www.airbnb.es/rooms/654762679280507539?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691085530_kmEptFdGpri80yEG&previous_page_section_name=1000&federated_search_id=003b642d-51e4-464f-9ceb-a3093b2f1401
75.0,SUNSETS ☀ Increible localización en San Vicente,piso,6.0,2.0,5.0,1.0,4.56,25.0,cantabria,https://www.airbnb.es/rooms/43790333?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-18&check_out=2023-09-23&source_impression_id=p3_1691085605_0x3siKhIaDAVLihv&previous_page_section_name=1000&federated_search_id=165772be-497f-4967-b576-093d06c97458
36.0,Masía Platerías en Vilafamés (Casa de Campo),casa,4.0,1.0,2.0,2.0,4.41,133.0,comunidad_valenciana,https://www.airbnb.es/rooms/13462230?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-02&check_out=2023-09-07&source_impression_id=p3_1691086152_F7XzuFJSMNEh5GIA&previous_page_section_name=1000&federated_search_id=a6941712-f067-45b8-8a9c-74654d86b617
136.0,"Casa Melchor, junto a Senda Viva y Bardenas Reales",piso,9.0,3.0,9.0,2.0,4.87,46.0,navarra,https://www.airbnb.es/rooms/9880377?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-02&check_out=2023-09-07&source_impression_id=p3_1691085748_tWuhfWK2sRhjME%2Fi&previous_page_section_name=1000&federated_search_id=c5cd8626-467f-4b67-8221-88d63a3c8f38
55.0,Cabaña de madera en plena montaña y entre bosques.,casa,2.0,1.0,1.0,1.0,4.9,82.0,comunidad_valenciana,https://www.airbnb.es/rooms/715793901003576848?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-07&check_out=2023-09-12&source_impression_id=p3_1691086161_dMPQ1r3D2BjJyRmd&previous_page_section_name=1000&federated_search_id=394e1388-1978-460e-be66-1d6935e2084a
57.0,Apartamento-estudio con entrada independiente,piso,2.0,1.0,3.0,1.0,4.81,84.0,baleares,https://www.airbnb.es/rooms/4078670?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-01&check_out=2023-10-08&source_impression_id=p3_1691086690_OBOmbxPuPsO518si&previous_page_section_name=1000&federated_search_id=015017d3-97bd-41fb-8766-3e5ab3c8ccc2
70.0,"Casita de Noah, vivienda turística en Arnedillo",piso,2.0,1.0,1.0,1.0,4.69,13.0,la_rioja,https://www.airbnb.es/rooms/27071289?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-15&check_out=2023-08-21&source_impression_id=p3_1691085775_4x2yAlye6ZuHbdWq&previous_page_section_name=1000&federated_search_id=3e2967f0-fc2d-47b9-9dde-05091ae955ee
137.0,Tranquilino en la playa: oasis sereno,piso,2.0,1.0,1.0,1.0,1.0,74.0,baleares,https://www.airbnb.es/rooms/912901071099639346?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-21&check_out=2023-08-26&source_impression_id=p3_1691086690_OIIdueh4hRJPArjU&previous_page_section_name=1000&federated_search_id=015017d3-97bd-41fb-8766-3e5ab3c8ccc2
70.0,Jardín del Sol Sur en Cazorla,casa,2.0,1.0,1.0,1.0,4.91,165.0,andalucia,https://www.airbnb.es/rooms/16967440?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-08&check_out=2023-08-13&source_impression_id=p3_1691086465_PbB7HVEPn6BdBt%2BT&previous_page_section_name=1000&federated_search_id=169d9bbd-c634-402b-b9a1-333da7c9ec2d
50.0,Apartamento MACABEU. (apartamentos Cim),piso,4.0,1.0,2.0,1.0,4.79,112.0,cataluña,https://www.airbnb.es/rooms/41099522?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-29&check_out=2023-09-03&source_impression_id=p3_1691085920_G7pg9UQ5qaVsOwZl&previous_page_section_name=1000&federated_search_id=e00e7f7d-9e26-460f-8f35-419ad1c98ee5
60.0,Parcela con piscina y casa,piso,2.0,2.0,2.0,1.0,4.87,15.0,castilla_la_mancha,https://www.airbnb.es/rooms/783976879058248836?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-07&source_impression_id=p3_1691086248_x%2BN9nPge5Ze3oCRx&previous_page_section_name=1000&federated_search_id=6f2fcb2c-fcb2-48cb-ba68-910bb71aa379
106.0,Blue and sea Port Soller,piso,3.0,2.0,3.0,1.0,4.72,69.0,baleares,https://www.airbnb.es/rooms/49907079?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-22&check_out=2023-10-29&source_impression_id=p3_1691086695_PZNMeDx7lq5pBUzp&previous_page_section_name=1000&federated_search_id=b833ca95-0eed-48ed-97d3-9a3a110e78a3
105.0,casa en Alesanco con piscina,piso,8.0,4.0,5.0,2.0,5.0,6.0,la_rioja,https://www.airbnb.es/rooms/881953610381136991?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-01&check_out=2023-10-06&source_impression_id=p3_1691085791_tyxuMKe%2BdfVwELGu&previous_page_section_name=1000&federated_search_id=f36f17f3-857b-4792-bf42-9cb7f4788e6f
81.0,Casita Abranal24-Momentos.rincones.experiencias,casa,3.0,1.0,2.0,1.0,4.91,86.0,castilla_y_leon,https://www.airbnb.es/rooms/44572646?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-31&check_out=2023-09-05&source_impression_id=p3_1691086005_PHw1JMpY%2FymXVYTv&previous_page_section_name=1000&federated_search_id=701ea364-b440-4ade-bce4-8abe8639d2cb
160.0,VILLAS SUITES ECO EN FINCA DE OLIVOS,casa,4.0,1.0,4.0,2.0,4.29,91.0,castilla_la_mancha,https://www.airbnb.es/rooms/21136345?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086186_9S9lCHys8Ot0TvZb&previous_page_section_name=1000&federated_search_id=f7c6e6d5-8d40-4b0b-9666-c7a42ffb97ee
70.0,Naturaleza y relax en Vinuesa,piso,5.0,2.0,4.0,1.0,4.93,204.0,castilla_y_leon,https://www.airbnb.es/rooms/8003765?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-12&check_out=2023-09-17&source_impression_id=p3_1691086017_zu7PwQ4eyzYUzeDz&previous_page_section_name=1000&federated_search_id=8a45eb79-1601-4fac-b762-d4a4b5548806
90.0,Apartamento Montserrat Balcony,piso,2.0,1.0,1.0,1.0,4.94,327.0,cataluña,https://www.airbnb.es/rooms/35777834?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085924_0q8qx8F5D4nx9mAv&previous_page_section_name=1000&federated_search_id=c03c9b9c-a2ce-4fb0-9e27-34ce978f22e4
47.0,Habitación en antiguo hotel Toneo,piso,2.0,1.0,1.0,1.0,5.0,3.0,asturias,https://www.airbnb.es/rooms/617252320566881658?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691085522_%2BpFa0RUqdssTeFz6&previous_page_section_name=1000&federated_search_id=b9dc1286-0fd6-4055-8c69-8bcdc478d9e6
80.0,"A orillas del arroyo, ideal verano,aislada jardín",casa,2.0,1.0,1.0,2.0,4.94,18.0,extremadura,https://www.airbnb.es/rooms/48556584?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691086363_hE1NmT7nWAMxxMxM&previous_page_section_name=1000&federated_search_id=969fb88e-1bfc-4875-8cbe-da527822721e
92.0,Encantador estudio en una residencia familiar,piso,3.0,0.0,2.0,1.0,4.74,42.0,ceuta,https://www.airbnb.es/rooms/565559503014833750?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691086532_t7uUXhGJ8L7NjqpY&previous_page_section_name=1000&federated_search_id=56ad4dd6-e4eb-4c3e-9186-6566cdfdb2e6
90.0,isinohana,piso,3.0,2.0,2.0,1.0,4.91,85.0,navarra,https://www.airbnb.es/rooms/34594647?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1691085728_P52QYpQMDCp3MOeQ&previous_page_section_name=1000&federated_search_id=b498fda4-4a78-4059-b4ca-275b73c5a549
120.0,Caserón de 140m² ideal para familias,piso,8.0,4.0,6.0,1.0,4.73,52.0,navarra,https://www.airbnb.es/rooms/21546800?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-30&source_impression_id=p3_1691085707_f5t%2B6Rjo6ZiwcOiS&previous_page_section_name=1000&federated_search_id=135e53ea-3e99-47ea-87c0-062c82121ded
90.0,El Mirador de Bacha,piso,2.0,1.0,1.0,1.0,4.7,37.0,castilla_y_leon,https://www.airbnb.es/rooms/36068147?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-12&source_impression_id=p3_1691085993_FjMpimuOlmpUF7qN&previous_page_section_name=1000&federated_search_id=88f4465e-8c9b-48ed-8cc8-ac9cd1e6df16
69.0,Acogedor apartamento nuevo en Puebla de Lillo,piso,2.0,1.0,1.0,1.0,4.86,21.0,castilla_y_leon,https://www.airbnb.es/rooms/42332654?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-18&check_out=2023-08-23&source_impression_id=p3_1691086021_npkhMP6NHcOOX%2BXb&previous_page_section_name=1000&federated_search_id=11f1ee4c-f3aa-4d86-b352-af0e3928e42f
160.0,Casa Mariano II.Loft de diseño en Señorío Navarro.,piso,4.0,2.0,3.0,1.0,5.0,9.0,navarra,https://www.airbnb.es/rooms/51634375?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691085748_Zt82PoaSYDqTi2Xa&previous_page_section_name=1000&federated_search_id=c5cd8626-467f-4b67-8221-88d63a3c8f38
70.0,Acogedor apartamento Rural Kabitxoa,casa,3.0,1.0,2.0,1.0,4.96,26.0,navarra,https://www.airbnb.es/rooms/44320671?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-09&source_impression_id=p3_1691085724_cZ0XO6qz79u68yYn&previous_page_section_name=1000&federated_search_id=e5f2be91-721b-4357-a536-7e5b2017ac8c
55.0,Apartamento familiar a 1 min de la playa. Netflix,piso,3.0,1.0,1.0,1.0,5.0,6.0,ceuta,https://www.airbnb.es/rooms/916464959771978411?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-21&check_out=2023-08-26&source_impression_id=p3_1691086544_3SMLnUxE45eDICud&previous_page_section_name=1000&federated_search_id=27aa5fbe-e719-4aa6-811d-79d5d0b04fb1
42.0,Apartamento acogedor en Villajoyosa,piso,4.0,2.0,2.0,1.0,5.0,37.0,comunidad_valenciana,https://www.airbnb.es/rooms/53275862?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-26&check_out=2023-10-01&source_impression_id=p3_1691086157_I6A2uQAYJlC3f9eA&previous_page_section_name=1000&federated_search_id=b1b5ebc4-61b5-467b-a1d2-d82bcfeb4561
129.0,Ideal para parejas,piso,4.0,1.0,3.0,1.0,5.0,5.0,navarra,https://www.airbnb.es/rooms/867132823065208747?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691085724_CG%2B2bn2OHhKiLrRQ&previous_page_section_name=1000&federated_search_id=e5f2be91-721b-4357-a536-7e5b2017ac8c
50.0,Céntrico. Habitación doble y baño privado. LBI-502,piso,2.0,1.0,1.0,1.0,4.86,249.0,pais_vasco,https://www.airbnb.es/rooms/17109260?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-20&check_out=2023-09-25&source_impression_id=p3_1691085643_vqLV0bdVD5NhjyuQ&previous_page_section_name=1000&federated_search_id=9b5510f0-c480-47ce-85f4-88831ad3a9d3
120.0,Estilo i tranquilidad a los pies de montserrat 4,piso,2.0,1.0,1.0,1.0,5.0,22.0,cataluña,https://www.airbnb.es/rooms/37585759?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-02&source_impression_id=p3_1691085893_4m87wvqs4VwkMcrb&previous_page_section_name=1000&federated_search_id=5ac28c9a-32b9-4268-82aa-363072527ba9
54.0,"Dúplex rodeado de naturaleza, bodegas e historia",piso,5.0,3.0,4.0,2.0,4.9,10.0,la_rioja,https://www.airbnb.es/rooms/569358210067015490?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-16&check_out=2023-08-21&source_impression_id=p3_1691085791_%2FdNhsoQux6%2FdMEQG&previous_page_section_name=1000&federated_search_id=f36f17f3-857b-4792-bf42-9cb7f4788e6f
80.0,Piscina en la Sierra,piso,3.0,1.0,4.0,1.0,4.84,89.0,castilla_la_mancha,https://www.airbnb.es/rooms/26356255?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-16&check_out=2023-08-21&source_impression_id=p3_1691086232_FyHkHr0OSaLJ5V45&previous_page_section_name=1000&federated_search_id=7fa2e520-da38-4611-ac23-a14ddf2a38b4
400.0,Casa Lurgorri,piso,8.0,4.0,4.0,4.0,5.0,7.0,la_rioja,https://www.airbnb.es/rooms/845684292740459057?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691085818_%2Bsqfcoycie%2F6QiPu&previous_page_section_name=1000&federated_search_id=922e5e28-4e5e-4666-9196-22f229771e43
165.0,Casa rural Benta en Ultzama,casa,10.0,4.0,8.0,2.0,4.98,48.0,navarra,https://www.airbnb.es/rooms/30685956?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-07&check_out=2023-09-12&source_impression_id=p3_1691085744_jn8tcsV2Dx16Juh4&previous_page_section_name=1000&federated_search_id=5fc13d75-1b8a-4ea6-8b01-649fb2eda7e8
