Unnamed: 0,titulo_anuncio,tipo_alojamineto,numero_personas,n_dormitorios,nunmero_camas,nunmero_banos,valoracion,n_evaluaciones,precio,comunidad,url
191.0,Lagares de Río Oja: Una escapada con encanto,casa rural,4 viajeros,2 dormitorios,3 camas,1 baño,"4,85",40,,la_rioja,https://www.airbnb.es/rooms/50736698?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085807_%2FJY1DvYd6s33rcWc&previous_page_section_name=1000&federated_search_id=875845f6-e7cb-4e1f-849f-8049e7d211f6
193.0,Casa Natura & Armonía,vivienda,5 viajeros,3 dormitorios,3 camas,1 baño,"4,91",35,,cataluña,https://www.airbnb.es/rooms/20877446?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085933_%2BP%2Fjb%2FwmnEe8JQMJ&previous_page_section_name=1000&federated_search_id=f986ccfe-0d08-4658-8c98-272174a6c91a
198.0,Apart. La Pera en Rincón de Soto VT-LR 785,piso,6 viajeros,3 dormitorios,5 camas,1 baño,"4,77",139,,navarra,https://www.airbnb.es/rooms/31740770?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-22&check_out=2023-08-27&source_impression_id=p3_1691085715_WY7Ce1G7qa0qVByM&previous_page_section_name=1000&federated_search_id=56966045-f5af-4a4f-8d06-633587c2fd56
209.0,Coconut Beach Boutique Studio,piso,2 viajeros,Estudio,1 cama,1 baño,"4,86",175,,cataluña,https://www.airbnb.es/rooms/45519650?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-11&check_out=2023-10-16&source_impression_id=p3_1691085958_8yP9hcyMGRtVNKl%2F&previous_page_section_name=1000&federated_search_id=713be967-99ad-4dd8-9ac7-8b22b667978e
214.0,Estudio,piso,2 viajeros,1 dormitorio,1 cama,1 baño,"5,0",9,,comunidad_valenciana,https://www.airbnb.es/rooms/872786257115740790?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086135_f0qfyBj9uwyI3Zkk&previous_page_section_name=1000&federated_search_id=a86b27f4-0962-4f79-8e1e-e8e9a9f7c3da
215.0,La Casa del Charquillo en Trevélez,vivienda,2 viajeros,1 dormitorio,1 cama,1 baño,"4,90",229,,andalucia,https://www.airbnb.es/rooms/25389177?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1691086413_7v74ZU6P0D07mZ%2Fn&previous_page_section_name=1000&federated_search_id=87af01fd-537e-4d7c-874e-5c065cc5d659
227.0,FERNÁNDEZ VEGA 3,piso,4 viajeros,1 dormitorio,2 camas,1 baño,"4,93",28,,galicia,https://www.airbnb.es/rooms/668548964942621014?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691085451_cizHJnoVQ4bl%2Fau0&previous_page_section_name=1000&federated_search_id=da7a32ac-78e9-4c66-b58b-f35de33dc4e8
237.0,La casa en Gehexa,casa de invitados,2 viajeros,1 dormitorio,2 camas,"1,5 baños","4,71",17,,pais_vasco,https://www.airbnb.es/rooms/674691863842691550?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1691085664_AMOQuuTbxhPhLoKK&previous_page_section_name=1000&federated_search_id=0a63ffd2-16b3-46cf-b868-dc6e68a894be
241.0,Piso C/ Alcalá 1 dormitorio 1 cama + sofá cama,vivienda,4 viajeros,1 dormitorio,2 camas,1 baño,2,evaluaciones,,castilla_la_mancha,https://www.airbnb.es/rooms/901519662690408119?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-09-01&source_impression_id=p3_1691086224_I8yIEcHCNglN64yi&previous_page_section_name=1000&federated_search_id=7e19b138-1770-4192-9bdb-763ac3554d74
242.0,Magnifico Barco con aparcamiento gratuito,Daniel,4 viajeros,1 dormitorio,1 cama,1 baño,"4,42",33,,andalucia,https://www.airbnb.es/rooms/670197084703450065?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691086477_4aucz%2Be%2FhDvpPejA&previous_page_section_name=1000&federated_search_id=8ba10d56-a89b-4437-85ab-75751c8b3070
249.0,Auténtica Mini Camper.,Francisca,2 viajeros,1 dormitorio,1 cama,1 baño,"5,0",3,,baleares,https://www.airbnb.es/rooms/920174020278976469?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-03&source_impression_id=p3_1691086669_V%2BaKnbyP3zwyLvuQ&previous_page_section_name=1000&federated_search_id=4f07e5b3-3748-41fe-8903-b1347c2703d8
250.0,Desconecta en esta casa con piscina privada,chalet,4 viajeros,2 dormitorios,3 camas,"1,5 baños","5,0",7,,castilla_y_leon,https://www.airbnb.es/rooms/872180522553105694?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-23&source_impression_id=p3_1691086029_Y310GSMf31cur5OA&previous_page_section_name=1000&federated_search_id=c6b611c9-94f0-4797-89a3-cbf8f10fa52b
261.0,Bungalows a la entrada de las Bardenas Reales,piso,4 viajeros,2 dormitorios,3 camas,1 baño,2,evaluaciones,,navarra,https://www.airbnb.es/rooms/928098612135503825?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-12&check_out=2023-08-17&source_impression_id=p3_1691085707_OVCVbEEYyliN9HEk&previous_page_section_name=1000&federated_search_id=135e53ea-3e99-47ea-87c0-062c82121ded
264.0,Studio Simon 1 Murcia,loft,2 viajeros,1 dormitorio,1 cama,1 baño,"4,82",22,,murcia,https://www.airbnb.es/rooms/36599415?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086319_2AEyqk4Bq%2FoaUWHJ&previous_page_section_name=1000&federated_search_id=34fc98ec-6c22-46ed-86e3-b6315020057a
276.0,Apartamento individual con baño y cocina,apartamento con servicios,1 viajero,1 dormitorio,1 cama,"1,5 baños","4,75",8,,pais_vasco,https://www.airbnb.es/rooms/716415261518820946?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691085644_YSUJ41lwkZzpbDgT&previous_page_section_name=1000&federated_search_id=9b5510f0-c480-47ce-85f4-88831ad3a9d3
288.0,"Rolling Home, en Cactus Lodge.",Anna,4 viajeros,2 dormitorios,2 camas,1 baño,"4,93",149,,aragon,https://www.airbnb.es/rooms/23963280?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1691085853_OeXet9lSiFLM7mwd&previous_page_section_name=1000&federated_search_id=ba022d98-3c62-4067-8336-c263ecc4524d
293.0,"Terraza en la azotea, casa de huéspedes, casa de huéspedes.",Hanane,2 viajeros,1 dormitorio,1 cama,1 baño compartido,1,evaluación,,ceuta,https://www.airbnb.es/rooms/873101281597340585?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-05&check_out=2023-08-10&source_impression_id=p3_1691086540_3ESEC0IzX0a84qi2&previous_page_section_name=1000&federated_search_id=79699730-c4b1-4d59-9cc2-f168f85d579e
299.0,Casa en el centro de la ciudad,vivienda,4 viajeros,2 dormitorios,1 cama,1 baño,1,evaluación,,ceuta,https://www.airbnb.es/rooms/641851024581599323?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086513_%2BUYU8UCZOb5AEKSp&previous_page_section_name=1000&federated_search_id=9b824765-0581-4726-9ab7-b8e0de7e3d03
309.0,Molino-vivienda en plena huerta de Murcia,Francisco,4 viajeros,2 dormitorios,2 camas,1 baño,"4,90",280,,murcia,https://www.airbnb.es/rooms/15653075?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-11&source_impression_id=p3_1691086311_x4xZq3ZfqPBdagLj&previous_page_section_name=1000&federated_search_id=6a4e4557-dac3-4da7-ad4a-872eb39fcd81
327.0,Casa de Montaña,casa rural,4 viajeros,1 dormitorio,3 camas,1 baño,"4,63",122,,comunidad_valenciana,https://www.airbnb.es/rooms/39327716?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-30&check_out=2023-09-05&source_impression_id=p3_1691086144_CPAPxwTYU8lcoKb1&previous_page_section_name=1000&federated_search_id=55488ee9-1454-4543-999c-a1237a6e6007
329.0,Villa para 5 pers. con piscina y jardín en Merida,vivienda,5 viajeros,3 dormitorios,3 camas,1 baño,"4,67",3,,extremadura,https://www.airbnb.es/rooms/52394294?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-18&check_out=2023-09-23&source_impression_id=p3_1691086398_YARviCxOySY8cNdy&previous_page_section_name=1000&federated_search_id=f2cb83dc-d7c3-4b43-bb23-2c37d1a339df
330.0,Villa Marina Smir,villa,6 viajeros,3 dormitorios,6 camas,2 baños,"4,68",28,,ceuta,https://www.airbnb.es/rooms/643579169926453086?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-29&check_out=2023-09-03&source_impression_id=p3_1691086536_%2FXt6aHhUyU2GXrWT&previous_page_section_name=1000&federated_search_id=6c70dd28-a836-42c9-b0d4-58f6aeedb44d
337.0,Pequeña y acogedora masía en el Alto Maestrazgo,casa rural,4 viajeros,3 dormitorios,3 camas,1 baño,"4,88",32,,aragon,https://www.airbnb.es/rooms/643890101435133670?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691085837_4wjgY3o2xGhXOoDo&previous_page_section_name=1000&federated_search_id=f62aab82-e762-443f-9b72-a933a55056aa
344.0,Estudio bioclimático con patio en precioso pueblo,apto,2 viajeros,1 dormitorio,2 camas,1 baño,"5,0",12,,extremadura,https://www.airbnb.es/rooms/53170888?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086358_wBL1zoUjjZB%2Bed%2FU&previous_page_section_name=1000&federated_search_id=474b80c0-9a07-4dd1-a776-098e4f671fc5
345.0,Apartamento en Zumaia,vivienda vacacional,4 viajeros,2 dormitorios,3 camas,1 baño,"4,83",36,,pais_vasco,https://www.airbnb.es/rooms/665779060275804052?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-24&check_out=2023-09-29&source_impression_id=p3_1691085668_rXDleBFd%2F%2Fr9fkrA&previous_page_section_name=1000&federated_search_id=d5701b0d-fb49-4000-a334-7f48c501ff1b
358.0,El Bohío. Casina de aldea del s. XIX,Jessica,3 viajeros,1 dormitorio,2 camas,1 baño,"4,76",21,,asturias,https://www.airbnb.es/rooms/665553926968053519?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-29&check_out=2023-09-04&source_impression_id=p3_1691085510_dG%2Bj0N1qHXcVxLtp&previous_page_section_name=1000&federated_search_id=3cead556-ff23-4525-9b22-195f22aa1c65
361.0,Apartamentos cañada,apto,3 viajeros,1 dormitorio,1 cama,1 baño,1,evaluación,,extremadura,https://www.airbnb.es/rooms/50733382?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086358_BnDAYeHWrNqEkU4c&previous_page_section_name=1000&federated_search_id=474b80c0-9a07-4dd1-a776-098e4f671fc5
384.0,"MAZEL TOV, Playas y montañas",vivienda,4 viajeros,2 dormitorios,4 camas,1 baño,"4,43",7,,asturias,https://www.airbnb.es/rooms/844902609026711713?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-30&source_impression_id=p3_1691085510_iFzs1X19MnKmVwsg&previous_page_section_name=1000&federated_search_id=3cead556-ff23-4525-9b22-195f22aa1c65
386.0,"Ático en el centro,luz y color en tu escapada.",piso,4 viajeros,1 dormitorio,2 camas,1 baño,"4,53",83,,valencia,https://www.airbnb.es/rooms/49957212?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-11&check_out=2023-08-16&source_impression_id=p3_1691085367_sj036N2XOzQsqVxo&previous_page_section_name=1000&federated_search_id=715ecdc3-3511-4ce1-a16d-881ec9184d03
387.0,Cabaña de madera B fines semana .,cabaña,4 viajeros,2 dormitorios,3 camas,1 baño,"4,86",167,,castilla_la_mancha,https://www.airbnb.es/rooms/9561143?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-23&check_out=2023-10-28&source_impression_id=p3_1691086252_ZNUIEcTm59h1jBS4&previous_page_section_name=1000&federated_search_id=10b3325f-93e8-4cac-a023-c47a93311067
390.0,Apartamento con Jacuzzi en Tarragona,piso,2 viajeros,1 dormitorio,1 cama,1 baño,"4,96",24,,cataluña,https://www.airbnb.es/rooms/665746236749256317?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-21&check_out=2023-08-26&source_impression_id=p3_1691085946_jgrxSzEIt5j%2Bwe%2Fy&previous_page_section_name=1000&federated_search_id=d00cc8a9-0959-40b9-ad33-d52d372bd770
392.0,Apartamento Furmumecha VUT-LE-611,piso,4 viajeros,1 dormitorio,2 camas,1 baño,"4,81",43,,asturias,https://www.airbnb.es/rooms/39484073?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085489_EpwhrrKkzKxZyqpo&previous_page_section_name=1000&federated_search_id=aaa68aae-f7ed-43bf-bd1f-48c0b360ff6a
402.0,Piso en un pueblito,piso,5 viajeros,2 dormitorios,4 camas,1 baño,"4,22",38,,extremadura,https://www.airbnb.es/rooms/18628932?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-07&source_impression_id=p3_1691086354_pD7i9TZ95NZwNSMA&previous_page_section_name=1000&federated_search_id=a01b7ab3-870d-4240-8747-a3a769a87ff8
404.0,Relajante Estudio Luminoso en Naturaleza,cabaña,4 viajeros,1 dormitorio,3 camas,1 baño,"5,0",3,,castilla_y_leon,https://www.airbnb.es/rooms/920810605554743247?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-22&check_out=2023-08-27&source_impression_id=p3_1691086017_MN4TlLY7nxgZCrzu&previous_page_section_name=1000&federated_search_id=8a45eb79-1601-4fac-b762-d4a4b5548806
424.0,El Mirador de La Molina,piso,4 viajeros,1 dormitorio,2 camas,1 baño,"5,0",3,,cataluña,https://www.airbnb.es/rooms/905101742104919099?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-03&source_impression_id=p3_1691085962_u4zmJ1jrLPt3W21C&previous_page_section_name=1000&federated_search_id=f8be4b51-abe7-4e67-a12c-926348d51ab9
440.0,Antiguo pajar reformado,chalet,6 viajeros,1 dormitorio,3 camas,2 baños,"5,0",30,,castilla_y_leon,https://www.airbnb.es/rooms/45988805?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-17&check_out=2023-08-22&source_impression_id=p3_1691085967_PB0%2Btsb4PNyAK54Z&previous_page_section_name=1000&federated_search_id=06d9905f-cb16-43f3-9f00-0ac4885f83d4
442.0,Apartamento con Jacuzzi en Tarragona,piso,2 viajeros,1 dormitorio,1 cama,1 baño,"4,96",24,,cataluña,https://www.airbnb.es/rooms/665746236749256317?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-21&check_out=2023-08-26&source_impression_id=p3_1691085950_qYQ%2FHw41ptbJCU6h&previous_page_section_name=1000&federated_search_id=a7c0d776-7f1e-4035-b772-e8c455d40d1c
457.0,cabaña de piedra con chimenea y porche al jardín,Gregorio,3 viajeros,1 dormitorio,2 camas,1 baño,"4,91",104,,castilla_y_leon,https://www.airbnb.es/rooms/42753210?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-30&source_impression_id=p3_1691085980_BvPigzf8AWhvEU%2Fv&previous_page_section_name=1000&federated_search_id=5c608d43-2220-4bac-92b4-438c79a82ae1
458.0,estudio 113 en el complejo de apartamentos con piscina,apto,3 viajeros,1 dormitorio,1 cama,1 baño,"4,60",5,,ceuta,https://www.airbnb.es/rooms/647000136752425892?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-26&source_impression_id=p3_1691086528_8J7uQBjYs16P%2Bym7&previous_page_section_name=1000&federated_search_id=277aed56-87fa-427a-91d7-eaaf0a0a6e7b
460.0,Casa marinera céntrica,vivienda vacacional,5 viajeros,3 dormitorios,3 camas,"1,5 baños","4,53",34,,galicia,https://www.airbnb.es/rooms/602888821757500991?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-29&check_out=2023-09-03&source_impression_id=p3_1691085455_FBDqRhCQh2ZyonSf&previous_page_section_name=1000&federated_search_id=2a3fbbba-790f-41bf-b073-6e97dbf161e1
461.0,Pescadores,piso,4 viajeros,2 dormitorios,3 camas,1 baño,1,evaluación,,cataluña,https://www.airbnb.es/rooms/874394244245566326?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-15&check_out=2023-09-20&source_impression_id=p3_1691085937_nMzz8KuSMLURbhwJ&previous_page_section_name=1000&federated_search_id=623fae17-3a89-44c7-b82e-e76137125768
465.0,Ancla de Comodidad,Mariela,2 viajeros,1 dormitorio,1 cama,2 baños,"4,70",44,,comunidad_valenciana,https://www.airbnb.es/rooms/845657043812563345?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-18&check_out=2023-09-23&source_impression_id=p3_1691086126_bBrLB8rdD2jpgELH&previous_page_section_name=1000&federated_search_id=025e1cd6-c69d-4ac8-a6cc-892b43929da1
485.0,Piso para pernoctar,piso,2 viajeros,1 dormitorio,1 cama,1 baño,"4,25",8,,andalucia,https://www.airbnb.es/rooms/897673260357390534?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-29&check_out=2023-09-03&source_impression_id=p3_1691086477_l6lLk8AjuPm2Pq6C&previous_page_section_name=1000&federated_search_id=8ba10d56-a89b-4437-85ab-75751c8b3070
491.0,Casa de construcción tradicional en Pitres,vivienda,2 viajeros,1 dormitorio,1 cama,1 baño,"4,88",154,,andalucia,https://www.airbnb.es/rooms/4837151?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-22&check_out=2023-08-27&source_impression_id=p3_1691086465_gP2ACuUB3ITNhee5&previous_page_section_name=1000&federated_search_id=169d9bbd-c634-402b-b9a1-333da7c9ec2d
493.0,Chalet independiente Medina del Campo entrepinares,chalet,7 viajeros,3 dormitorios,3 camas,1 baño,"4,69",88,,castilla_y_leon,https://www.airbnb.es/rooms/15954935?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-25&check_out=2023-09-30&source_impression_id=p3_1691086005_GbDxBK0cLIL7bXrd&previous_page_section_name=1000&federated_search_id=701ea364-b440-4ade-bce4-8abe8639d2cb
499.0,A Costariza. Descanso en el paraiso de Rias Baixas,vivienda,4 viajeros,2 dormitorios,3 camas,2 baños,"4,97",143,,galicia,https://www.airbnb.es/rooms/36860485?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-29&check_out=2023-10-04&source_impression_id=p3_1691085419_F6BNy%2FcRM9%2FshZa4&previous_page_section_name=1000&federated_search_id=35f1baf4-7172-46fc-8a8c-cec85d19a936
509.0,CASA CON ENCANTO,piso,4 viajeros,1 dormitorio,2 camas,1 baño,"4,61",125,,castilla_y_leon,https://www.airbnb.es/rooms/19179248?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086029_aHvrN3mYi3BzU%2BDp&previous_page_section_name=1000&federated_search_id=c6b611c9-94f0-4797-89a3-cbf8f10fa52b
514.0,casa rustica en la rioja,adosado,4 viajeros,2 dormitorios,3 camas,2 baños,"4,73",52,,la_rioja,https://www.airbnb.es/rooms/10901422?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-26&source_impression_id=p3_1691085775_1IYJ0tE7653wA%2Fao&previous_page_section_name=1000&federated_search_id=3e2967f0-fc2d-47b9-9dde-05091ae955ee
517.0,"Casa Rural LA SASTRERÍA DE LA ROCA, Como en Casa.",Juan Ignacio,4 viajeros,2 dormitorios,2 camas,1 baño,"4,95",141,,andalucia,https://www.airbnb.es/rooms/38069921?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-16&check_out=2023-08-21&source_impression_id=p3_1691086435_tsBMU7O5tOASRIJi&previous_page_section_name=1000&federated_search_id=380b503c-6271-433c-acd7-b4d90eb22511
523.0,Casa Bona Nit: hogar en el corazón de Navarrés,vivienda,2 viajeros,1 dormitorio,1 cama,1 baño,"4,71",7,,comunidad_valenciana,https://www.airbnb.es/rooms/821138004482304281?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-30&source_impression_id=p3_1691086173_oqt%2Fw9lRGRk%2B0vI5&previous_page_section_name=1000&federated_search_id=ae0a102e-1015-41c0-9776-8a1a955aa239
526.0,Casita de campo en finca aislada.,casa rural,4 viajeros,1 dormitorio,1 cama,1 baño,"4,96",200,,castilla_la_mancha,https://www.airbnb.es/rooms/7238550?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-16&check_out=2023-08-21&source_impression_id=p3_1691086200_IFvN4gH0ZsNpA0i2&previous_page_section_name=1000&federated_search_id=c1b3c795-0090-4bde-b282-f72c46a36b04
538.0,Suites deLuxe en La Casa de La Vieja en Belmonte,Mª José,2 viajeros,1 dormitorio,1 cama,1 baño privado,"4,86",7,,castilla_la_mancha,https://www.airbnb.es/rooms/29523529?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086232_H5Dse509JQWX9dc9&previous_page_section_name=1000&federated_search_id=7fa2e520-da38-4611-ac23-a14ddf2a38b4
540.0,Casa de campo “La luna”,cabaña,2 viajeros,1 dormitorio,1 cama,1 baño,"4,83",6,,castilla_la_mancha,https://www.airbnb.es/rooms/849873454589856690?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086186_ERMwalgPjZ3NYpc9&previous_page_section_name=1000&federated_search_id=f7c6e6d5-8d40-4b0b-9666-c7a42ffb97ee
541.0,Kasa Karmen,piso,4 viajeros,2 dormitorios,2 camas,1 baño,"4,87",301,,la_rioja,https://www.airbnb.es/rooms/24872205?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-10&check_out=2023-09-15&source_impression_id=p3_1691085752_eKAxyh%2F%2F7EonlXxF&previous_page_section_name=1000&federated_search_id=1ba26053-784a-4178-b2ad-a01a6c971a28
542.0,"Casa rural "" El Patio"" a 5 minutos de Motorland",casa rural,9 viajeros,4 dormitorios,7 camas,2 baños,"4,94",96,,aragon,https://www.airbnb.es/rooms/14053470?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-26&check_out=2023-10-01&source_impression_id=p3_1691085853_or93nbzVjv4yRx22&previous_page_section_name=1000&federated_search_id=ba022d98-3c62-4067-8336-c263ecc4524d
543.0,Apartamento acogedor en pleno corazón de Urdaibai,piso,5 viajeros,3 dormitorios,3 camas,1 baño,"4,71",52,,pais_vasco,https://www.airbnb.es/rooms/50112666?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691085676_jSXvop3P6HDBuFYw&previous_page_section_name=1000&federated_search_id=56e8d30b-333b-4aaa-a513-bb629809d53d
545.0,Acogedor piso en Centelles,piso,4 viajeros,1 dormitorio,2 camas,1 baño,"4,92",12,,cataluña,https://www.airbnb.es/rooms/44513293?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-24&check_out=2023-08-31&source_impression_id=p3_1691085924_qTs8T4PsXx4LGNsT&previous_page_section_name=1000&federated_search_id=c03c9b9c-a2ce-4fb0-9e27-34ce978f22e4
548.0,Suite con jardín y terraza - Santillana y playas,vivienda,2 viajeros,1 dormitorio,2 camas,1 baño,"4,83",12,,cantabria,https://www.airbnb.es/rooms/602123028616684924?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-31&source_impression_id=p3_1691085597_YZxlQVd7N2c674%2Fh&previous_page_section_name=1000&federated_search_id=38df2e61-481e-4b91-98de-a36ed2f715ac
553.0,Hermosa cabaña en una tranquila granja de olivos,cabaña,4 viajeros,1 dormitorio,4 camas,1 baño,"4,86",57,,cataluña,https://www.airbnb.es/rooms/48616719?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691085915_sGG7DwbN3vtgVlLR&previous_page_section_name=1000&federated_search_id=c7d28109-dd8c-47a5-a71d-7c0ad3858f19
556.0,Casa de la Cabra,casa rural,2 viajeros,1 dormitorio,1 cama,"1,5 baños","4,79",33,,castilla_la_mancha,https://www.airbnb.es/rooms/31398410?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-10&source_impression_id=p3_1691086204_xyvxP8trJkhlUCYQ&previous_page_section_name=1000&federated_search_id=52c46078-d656-4620-bd52-34359b851775
557.0,Casa de Montaña en zona ALFA ciclista,vivienda,5 viajeros,3 dormitorios,3 camas,1 baño,"4,83",6,,castilla_y_leon,https://www.airbnb.es/rooms/857895507207960736?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-09-01&source_impression_id=p3_1691086017_tyDXcoJslNz4kWxk&previous_page_section_name=1000&federated_search_id=8a45eb79-1601-4fac-b762-d4a4b5548806
565.0,Reformado y bonito apartamento en Carcar,piso,5 viajeros,2 dormitorios,4 camas,1 baño,"4,78",9,,navarra,https://www.airbnb.es/rooms/557835961950431565?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-19&check_out=2023-08-24&source_impression_id=p3_1691085724_snKG%2BEGvcAIp3XWt&previous_page_section_name=1000&federated_search_id=e5f2be91-721b-4357-a536-7e5b2017ac8c
601.0,Ancla de Comodidad,Mariela,2 viajeros,1 dormitorio,1 cama,2 baños,"4,70",44,,valencia,https://www.airbnb.es/rooms/845657043812563345?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-18&check_out=2023-09-23&source_impression_id=p3_1691085325_eEvz68SctA8FWLh6&previous_page_section_name=1000&federated_search_id=3c2c32f9-e204-49ea-96e9-ed6af4ce4871
604.0,Casa Rural Refugio los Perdigones,casa rural,8 viajeros,4 dormitorios,6 camas,2 baños,"4,97",125,,castilla_y_leon,https://www.airbnb.es/rooms/23684270?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691086017_d5i0ogWWGHeypfr5&previous_page_section_name=1000&federated_search_id=8a45eb79-1601-4fac-b762-d4a4b5548806
