comunidad,url
madrid,https://www.airbnb.es/rooms/551265359663353557?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-08&check_out=2023-08-14&source_impression_id=p3_1691086094_2fBWLiBVrB6MeORy&previous_page_section_name=1000&federated_search_id=acf17f98-b6f3-4804-8e2a-b598b276d60f
pais_vasco,https://www.airbnb.es/rooms/33491280?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-24&check_out=2023-08-29&source_impression_id=p3_1691085628_Ms5uLKL%2FGgLoswK3&previous_page_section_name=1000&federated_search_id=a351f612-6da7-49ad-a724-ca1169f0384e
aragon,https://www.airbnb.es/rooms/749237945336218031?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691085837_E2VB%2FxkVkjO5OOhL&previous_page_section_name=1000&federated_search_id=f62aab82-e762-443f-9b72-a933a55056aa
andalucia,https://www.airbnb.es/rooms/911687482914310224?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-31&check_out=2023-09-06&source_impression_id=p3_1691086452_ANXO50xZIXUs4JCF&previous_page_section_name=1000&federated_search_id=eaa6ebec-6e46-48f9-a710-64cfd7c0edd0
la_rioja,https://www.airbnb.es/rooms/714583182387693750?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691085787_3wh2nDSBHBTg8v%2B9&previous_page_section_name=1000&federated_search_id=01f2f90f-8128-42ac-9f99-def30dbc19e3
baleares,https://www.airbnb.es/rooms/5172774?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-14&check_out=2023-10-19&source_impression_id=p3_1691086653_N7KFNfvqd0esrS1X&previous_page_section_name=1000&federated_search_id=94779e3f-fa4f-4aa6-9f6e-1fa3b7249cf9
comunidad_valenciana,https://www.airbnb.es/rooms/944293052572971154?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086152_V3XJzPsND5CFO4NH&previous_page_section_name=1000&federated_search_id=a6941712-f067-45b8-8a9c-74654d86b617
cataluña,https://www.airbnb.es/rooms/54165237?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-17&check_out=2023-08-22&source_impression_id=p3_1691085954_wKAVMzAZ1RtOcV0l&previous_page_section_name=1000&federated_search_id=8827959c-79be-40a6-8127-3163a9b198c3
andalucia,https://www.airbnb.es/rooms/25840992?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-30&source_impression_id=p3_1691086456_DDJDr3rEXPKFHAE9&previous_page_section_name=1000&federated_search_id=4682e3d6-9cec-422e-9724-ac12b125e123
aragon,https://www.airbnb.es/rooms/39839004?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1691085845_E4XLcZ6UNPR5Tviw&previous_page_section_name=1000&federated_search_id=a2ff12aa-4480-4548-b869-965d44e44439
pais_vasco,https://www.airbnb.es/rooms/946293464995447209?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-16&check_out=2023-08-21&source_impression_id=p3_1691085632_4kmaStDXcvcHH%2BDm&previous_page_section_name=1000&federated_search_id=0b986941-a655-4298-8ccb-2ab6e59006b3
pais_vasco,https://www.airbnb.es/rooms/50155606?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691085623_wSoFk6Xxt%2BD2n8yf&previous_page_section_name=1000&federated_search_id=f145e382-508d-4b80-8445-d3e62666a539
castilla_la_mancha,https://www.airbnb.es/rooms/32419712?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691086204_GkjxOtcZnuRaBgce&previous_page_section_name=1000&federated_search_id=52c46078-d656-4620-bd52-34359b851775
castilla_la_mancha,https://www.airbnb.es/rooms/825322093150754789?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-09&source_impression_id=p3_1691086248_oKseVso0I5QWyqjD&previous_page_section_name=1000&federated_search_id=6f2fcb2c-fcb2-48cb-ba68-910bb71aa379
ceuta,https://www.airbnb.es/rooms/947964798197775802?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-05&check_out=2023-08-10&source_impression_id=p3_1691086513_KwLmvBqA5noemVTt&previous_page_section_name=1000&federated_search_id=9b824765-0581-4726-9ab7-b8e0de7e3d03
castilla_la_mancha,https://www.airbnb.es/rooms/946336322200463267?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086240_PtwY138oUh7BMkzO&previous_page_section_name=1000&federated_search_id=965f6993-bec5-49a6-a3af-420b949734a7
valencia,https://www.airbnb.es/rooms/709363627632923783?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691085350_94pcta354HUpnwje&previous_page_section_name=1000&federated_search_id=2b74227d-507c-474c-a98f-bd87e15f3143
madrid,https://www.airbnb.es/rooms/8147896?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-15&check_out=2023-08-21&source_impression_id=p3_1691086090_%2BzHWeAQLP%2B2Mw%2FYa&previous_page_section_name=1000&federated_search_id=6b4b3f9c-2140-42ff-b81f-afe18f16e705
baleares,https://www.airbnb.es/rooms/53267360?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-29&check_out=2023-10-04&source_impression_id=p3_1691086686_0qDUpouzhiBDbsRh&previous_page_section_name=1000&federated_search_id=d9d8b04f-5395-4daa-9b3c-9caab2159266
andalucia,https://www.airbnb.es/rooms/6353503?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691086481_u%2Brv1ixUtLnrKp7C&previous_page_section_name=1000&federated_search_id=b348a4a6-0446-4609-9ffb-8c897d419c93
valencia,https://www.airbnb.es/rooms/885495721689328522?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691085388_lS79l%2FBeeyYmw7tX&previous_page_section_name=1000&federated_search_id=bf6949a6-d345-4a53-aa5a-8950b0cca889
pais_vasco,https://www.airbnb.es/rooms/835611828991350682?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-10&check_out=2023-09-15&source_impression_id=p3_1691085652_O9F07jgNWaJ459TE&previous_page_section_name=1000&federated_search_id=8ff9367c-5c5d-4896-ac59-bce6db020d4d
cantabria,https://www.airbnb.es/rooms/912299320242656873?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-24&check_out=2023-09-29&source_impression_id=p3_1691085584_2CXdUdnAg%2Fq%2BAgOt&previous_page_section_name=1000&federated_search_id=4cf0edb4-cf4e-4162-abfd-d626d7ecff2a
baleares,https://www.airbnb.es/rooms/850432765782359892?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691086640_zCXF0R4rvnFVzdgN&previous_page_section_name=1000&federated_search_id=3bf09766-480f-4640-a923-7efd2ebe8cba
madrid,https://www.airbnb.es/rooms/949024370858916275?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086060_JBE6kwl5aw3L1yBs&previous_page_section_name=1000&federated_search_id=c8bcf9b3-48c9-4dfb-a38a-4645fccc79f6
asturias,https://www.airbnb.es/rooms/16066711?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-06&check_out=2023-09-11&source_impression_id=p3_1691085514_oWTiQs6hcLj%2BvnDd&previous_page_section_name=1000&federated_search_id=effd06b7-7485-4463-845b-a96e69a71567
pais_vasco,https://www.airbnb.es/rooms/20736604?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-15&check_out=2023-09-22&source_impression_id=p3_1691085609_GqZZl47EmvNxAqIe&previous_page_section_name=1000&federated_search_id=7a7a2c66-c278-4113-8cf2-ec5e834e86a4
asturias,https://www.airbnb.es/rooms/948428092799976075?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691085522_FJE1NXRYi%2BzdnIfR&previous_page_section_name=1000&federated_search_id=b9dc1286-0fd6-4055-8c69-8bcdc478d9e6
baleares,https://www.airbnb.es/rooms/11331248?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-02&check_out=2023-10-07&source_impression_id=p3_1691086682_RECEavYgyD8yGTA7&previous_page_section_name=1000&federated_search_id=684ff2f9-4d23-4dd1-b22b-4cce5cd9b2a7
madrid,https://www.airbnb.es/rooms/735898847915406794?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-12&check_out=2023-08-17&source_impression_id=p3_1691086107_Ph%2B5rdlFHlXVmHvR&previous_page_section_name=1000&federated_search_id=493f7c51-32e1-4dc5-aecc-2cb8458a0b47
murcia,https://www.airbnb.es/rooms/848274535005433399?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086290_gBPDti%2FJEXMa0%2BIS&previous_page_section_name=1000&federated_search_id=3ef442ac-88f8-441e-a93f-f7abf20dea84
cataluña,https://www.airbnb.es/rooms/549796026905178088?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691085958_P1JkDioyeMldKiZE&previous_page_section_name=1000&federated_search_id=713be967-99ad-4dd8-9ac7-8b22b667978e
valencia,https://www.airbnb.es/rooms/856245623373484528?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691085375_vUfWaISDH8cu7fKY&previous_page_section_name=1000&federated_search_id=85512cb0-df72-49b1-b51b-52564e2f0df4
ceuta,https://www.airbnb.es/rooms/906482691872836570?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691086540_tk6lORxccfB038Ly&previous_page_section_name=1000&federated_search_id=79699730-c4b1-4d59-9cc2-f168f85d579e
castilla_la_mancha,https://www.airbnb.es/rooms/617116289852346553?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086240_TkfWVco3bM9WrYsz&previous_page_section_name=1000&federated_search_id=965f6993-bec5-49a6-a3af-420b949734a7
asturias,https://www.airbnb.es/rooms/14218290?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-23&check_out=2023-09-28&source_impression_id=p3_1691085510_I4Q5DO83JvgA9gtr&previous_page_section_name=1000&federated_search_id=3cead556-ff23-4525-9b22-195f22aa1c65
melilla,https://www.airbnb.es/rooms/26795890?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1691086617_v1on%2BPAADj4fCMW6&previous_page_section_name=1000&federated_search_id=b9f7a2fe-d1ee-4955-9b93-7dc6ee35ab30
andalucia,https://www.airbnb.es/rooms/51140024?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691086465_eWXWwvYfw1%2FVGNVD&previous_page_section_name=1000&federated_search_id=169d9bbd-c634-402b-b9a1-333da7c9ec2d
madrid,https://www.airbnb.es/rooms/931242979337033318?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086081_JgN%2FA8UKGVYqiDpl&previous_page_section_name=1000&federated_search_id=ec5b9ece-73fd-4a93-80ca-a9066ce2ebdb
pais_vasco,https://www.airbnb.es/rooms/48705811?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-21&check_out=2023-09-26&source_impression_id=p3_1691085632_RgoeRkEkqLSwpHGx&previous_page_section_name=1000&federated_search_id=0b986941-a655-4298-8ccb-2ab6e59006b3
melilla,https://www.airbnb.es/rooms/906330090543405007?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-23&check_out=2023-08-28&source_impression_id=p3_1691086574_qzIecJsXKWEMJCiD&previous_page_section_name=1000&federated_search_id=3cf6f526-eba1-4e11-aadf-21370dfc209d
cantabria,https://www.airbnb.es/rooms/44425060?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1691085571_xSA%2BBIN1%2FaI6aWpQ&previous_page_section_name=1000&federated_search_id=112093d5-b155-4188-a9b5-e4961ca9e712
andalucia,https://www.airbnb.es/rooms/28279308?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-29&check_out=2023-10-04&source_impression_id=p3_1691086428_FcvL3luoDVTdeY9U&previous_page_section_name=1000&federated_search_id=57d310ba-fa5c-4353-9003-62c0e6b41f4f
pais_vasco,https://www.airbnb.es/rooms/36556670?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-14&check_out=2023-10-19&source_impression_id=p3_1691085609_bCa6a3YY2SiQLKC1&previous_page_section_name=1000&federated_search_id=7a7a2c66-c278-4113-8cf2-ec5e834e86a4
murcia,https://www.airbnb.es/rooms/937573819297108225?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-11&check_out=2023-08-18&source_impression_id=p3_1691086275_uaqH8hETb7b%2FQ0%2Bo&previous_page_section_name=1000&federated_search_id=6389c3ed-da14-4312-8b4b-9037ed76ef63
madrid,https://www.airbnb.es/rooms/949241367268289700?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-06&check_out=2023-09-11&source_impression_id=p3_1691086056_6JgocV8XI%2Ffa4Wn%2B&previous_page_section_name=1000&federated_search_id=7271927e-f2e8-462d-bf04-a7a8fb362da9
baleares,https://www.airbnb.es/rooms/554259023394382157?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-08&check_out=2023-10-13&source_impression_id=p3_1691086640_S64kDtMn3baYWhxN&previous_page_section_name=1000&federated_search_id=3bf09766-480f-4640-a923-7efd2ebe8cba
extremadura,https://www.airbnb.es/rooms/23874519?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-15&check_out=2023-08-20&source_impression_id=p3_1691086394_8bhXdERz3hYuca%2B1&previous_page_section_name=1000&federated_search_id=3b698b64-ef89-4948-a5e9-328b47769f00
la_rioja,https://www.airbnb.es/rooms/53356152?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-24&check_out=2023-08-29&source_impression_id=p3_1691085787_XCpsgBNFxH7pW%2FZM&previous_page_section_name=1000&federated_search_id=01f2f90f-8128-42ac-9f99-def30dbc19e3
asturias,https://www.airbnb.es/rooms/36326987?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085477_qL%2FCF%2FjovSbMeIK9&previous_page_section_name=1000&federated_search_id=8b80983a-ac9d-4163-b58f-c91dc4489ab7
la_rioja,https://www.airbnb.es/rooms/768061580477584888?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1691085752_baMPtaYkZhG1r7SA&previous_page_section_name=1000&federated_search_id=1ba26053-784a-4178-b2ad-a01a6c971a28
valencia,https://www.airbnb.es/rooms/881057684367918418?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691085358_apQI1dOBpFITXbbW&previous_page_section_name=1000&federated_search_id=d6f09f65-7698-44e4-8541-78e91e3a240c
galicia,https://www.airbnb.es/rooms/838064526972131124?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-31&check_out=2023-09-06&source_impression_id=p3_1691085407_%2FVJu5tJckrAmSKVm&previous_page_section_name=1000&federated_search_id=358e4285-0810-480c-90e8-64e20f336a3c
castilla_y_leon,https://www.airbnb.es/rooms/47460101?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1691086005_DrgfZgAcBmH9Mthx&previous_page_section_name=1000&federated_search_id=701ea364-b440-4ade-bce4-8abe8639d2cb
pais_vasco,https://www.airbnb.es/rooms/46187142?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-13&check_out=2023-09-18&source_impression_id=p3_1691085660_hJh3liCcM6LWckco&previous_page_section_name=1000&federated_search_id=bcf83050-693f-41f6-a69e-8086eeb4ced7
cataluña,https://www.airbnb.es/rooms/50124294?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-19&check_out=2023-08-24&source_impression_id=p3_1691085924_6eyM9VJuiHwHBDrb&previous_page_section_name=1000&federated_search_id=c03c9b9c-a2ce-4fb0-9e27-34ce978f22e4
andalucia,https://www.airbnb.es/rooms/656174767848258963?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-02&check_out=2023-09-07&source_impression_id=p3_1691086477_bwYAwYqQxwrl%2BGsD&previous_page_section_name=1000&federated_search_id=8ba10d56-a89b-4437-85ab-75751c8b3070
castilla_y_leon,https://www.airbnb.es/rooms/40446767?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-24&check_out=2023-08-31&source_impression_id=p3_1691086029_blC4MmPIa%2BPwzl0c&previous_page_section_name=1000&federated_search_id=c6b611c9-94f0-4797-89a3-cbf8f10fa52b
aragon,https://www.airbnb.es/rooms/39055284?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1691085880_FCK5JJV7ckayBY4c&previous_page_section_name=1000&federated_search_id=6b5b0ba2-3956-4ead-b3ac-bb3d20f2dc73
navarra,https://www.airbnb.es/rooms/903681565782366308?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691085711_6sXrXtkXZDGxGeJ1&previous_page_section_name=1000&federated_search_id=61caa4df-ea64-4b99-98f1-7952281d9540
navarra,https://www.airbnb.es/rooms/12498524?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-10&source_impression_id=p3_1691085703_hhE%2BXf78MbRW5ez7&previous_page_section_name=1000&federated_search_id=8ba610ee-e12b-4def-a2c0-2f1ceedda312
castilla_y_leon,https://www.airbnb.es/rooms/667372420806133587?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691085980_tCg5PxBV3Gjyups8&previous_page_section_name=1000&federated_search_id=5c608d43-2220-4bac-92b4-438c79a82ae1
castilla_y_leon,https://www.airbnb.es/rooms/43540659?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-17&check_out=2023-08-23&source_impression_id=p3_1691085993_%2F2eRIyF%2B5b%2FTuuf7&previous_page_section_name=1000&federated_search_id=88f4465e-8c9b-48ed-8cc8-ac9cd1e6df16
baleares,https://www.airbnb.es/rooms/15840344?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-01&check_out=2023-10-06&source_impression_id=p3_1691086653_Kqv5sVmaOcngV%2Bc3&previous_page_section_name=1000&federated_search_id=94779e3f-fa4f-4aa6-9f6e-1fa3b7249cf9
valencia,https://www.airbnb.es/rooms/618112712356961655?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691085350_BQEB8ERiIOYleSg%2B&previous_page_section_name=1000&federated_search_id=2b74227d-507c-474c-a98f-bd87e15f3143
madrid,https://www.airbnb.es/rooms/879762875805513633?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-11&source_impression_id=p3_1691086081_vfgGsu4OZ2iPsD91&previous_page_section_name=1000&federated_search_id=ec5b9ece-73fd-4a93-80ca-a9066ce2ebdb
asturias,https://www.airbnb.es/rooms/904896998989391544?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691085463_6rjremdXqXyJfrCx&previous_page_section_name=1000&federated_search_id=66600497-684b-40aa-8ca0-a53dd62343cf
ceuta,https://www.airbnb.es/rooms/925276801827391437?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-14&check_out=2023-08-20&source_impression_id=p3_1691086486_QbQNB5tU2duf5DTj&previous_page_section_name=1000&federated_search_id=bca7212d-1016-48e6-965a-17e319563bf9
cantabria,https://www.airbnb.es/rooms/597467688937455314?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-18&check_out=2023-08-23&source_impression_id=p3_1691085579_3y%2B79e9aEpvNMhyt&previous_page_section_name=1000&federated_search_id=3bd3b8aa-cf5b-4847-aa79-dad04cc7fcef
navarra,https://www.airbnb.es/rooms/49411363?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-25&check_out=2023-09-30&source_impression_id=p3_1691085681_BX71zJgs%2B8B1llIj&previous_page_section_name=1000&federated_search_id=2781065c-6f62-431b-8da2-8ab61126d391
murcia,https://www.airbnb.es/rooms/41475808?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-09-02&source_impression_id=p3_1691086315_eMtTA7VR6%2BdLdPPR&previous_page_section_name=1000&federated_search_id=d8c7ef25-0126-4509-83f7-2475e06a1d11
aragon,https://www.airbnb.es/rooms/33660377?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691085853_ETK8u3fC3jd6rTRB&previous_page_section_name=1000&federated_search_id=ba022d98-3c62-4067-8336-c263ecc4524d
asturias,https://www.airbnb.es/rooms/657771812617779672?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-10&check_out=2023-09-17&source_impression_id=p3_1691085514_XCsbk5PTHKY6kUXk&previous_page_section_name=1000&federated_search_id=effd06b7-7485-4463-845b-a96e69a71567
cantabria,https://www.airbnb.es/rooms/8952274?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-01&check_out=2023-10-06&source_impression_id=p3_1691085588_oxQGYUdf6GYVdnnw&previous_page_section_name=1000&federated_search_id=6bdde363-927f-41b0-8b02-718ea1927f4a
la_rioja,https://www.airbnb.es/rooms/51654190?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-10&check_out=2023-09-15&source_impression_id=p3_1691085803_vSgOmznUX9suuvHr&previous_page_section_name=1000&federated_search_id=c932d150-9a74-43f5-8ab2-bd4287d58020
aragon,https://www.airbnb.es/rooms/23624473?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1691085884_KAdeSRT5s5rEHi6B&previous_page_section_name=1000&federated_search_id=415aca3a-0056-44d2-aef3-28d018fdea57
andalucia,https://www.airbnb.es/rooms/5486690?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086444_w40zrRYNCmsFwuzu&previous_page_section_name=1000&federated_search_id=9d065b67-da3f-403f-a4b7-9a498a2c96b0
cantabria,https://www.airbnb.es/rooms/928062786010383529?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-10&source_impression_id=p3_1691085549_LxvKIeYNWg%2FH5ZWA&previous_page_section_name=1000&federated_search_id=6b3ce089-ee17-43bc-b1b0-13e06f17bd5f
cataluña,https://www.airbnb.es/rooms/923147439433671861?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-05&check_out=2023-08-10&source_impression_id=p3_1691085906_daq1Mx1m4AeBt3DZ&previous_page_section_name=1000&federated_search_id=2e9babc7-9a92-4a34-9951-210ff2270237
murcia,https://www.airbnb.es/rooms/39112694?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086307_UlJitprxcYmvK5np&previous_page_section_name=1000&federated_search_id=e746460b-dc2b-4d18-889b-2ca3ee297bd8
navarra,https://www.airbnb.es/rooms/25443929?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085695_z7W02FoSJfOl6ly%2F&previous_page_section_name=1000&federated_search_id=a6a27ac9-d07a-4dba-b14f-3439ecc0647b
murcia,https://www.airbnb.es/rooms/17544974?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086315_TbfCaYDZ1CHFmXor&previous_page_section_name=1000&federated_search_id=d8c7ef25-0126-4509-83f7-2475e06a1d11
comunidad_valenciana,https://www.airbnb.es/rooms/38020269?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086165_rXh7P9DAFdCLUZVc&previous_page_section_name=1000&federated_search_id=959d051f-edb6-4036-b150-c3c8401069dc
la_rioja,https://www.airbnb.es/rooms/40644010?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-16&check_out=2023-10-21&source_impression_id=p3_1691085818_phJDXdFyLfFX9Fo4&previous_page_section_name=1000&federated_search_id=922e5e28-4e5e-4666-9196-22f229771e43
comunidad_valenciana,https://www.airbnb.es/rooms/51757902?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691086144_7p18FHBlQBEACe7i&previous_page_section_name=1000&federated_search_id=55488ee9-1454-4543-999c-a1237a6e6007
cataluña,https://www.airbnb.es/rooms/886861418819666979?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-31&check_out=2023-09-05&source_impression_id=p3_1691085920_Jz1JRgVktZnTwKTB&previous_page_section_name=1000&federated_search_id=e00e7f7d-9e26-460f-8f35-419ad1c98ee5
