Unnamed: 0,titulo_anuncio,tipo_alojamineto,numero_personas,n_dormitorios,nunmero_camas,nunmero_banos,valoracion,n_evaluaciones,precio,comunidad,url
254.0,Habitación con baño privado,,,,,,,,,cantabria,https://www.airbnb.es/rooms/51305321?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085584_soT1nKWR8Kxn7anb&previous_page_section_name=1000&federated_search_id=4cf0edb4-cf4e-4162-abfd-d626d7ecff2a
255.0,"Habitación tranquila, limpia y bien ubicada",,,,,,,,,comunidad_valenciana,https://www.airbnb.es/rooms/886209772839986426?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-09&source_impression_id=p3_1691086157_pwncgfdrnfQCfBPw&previous_page_section_name=1000&federated_search_id=b1b5ebc4-61b5-467b-a1d2-d82bcfeb4561
260.0,"Sarchal ROOM.""ONE&ONLY Suites""-CENTRO Ceuta.",,,,,,,,,ceuta,https://www.airbnb.es/rooms/51127503?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-30&source_impression_id=p3_1691086509_96t5RVvpgcOzZCOI&previous_page_section_name=1000&federated_search_id=057217bf-ed44-4be3-b4c8-3e414d58f9cd
261.0,Habitación centro Madrid,,,,,,,,,madrid,https://www.airbnb.es/rooms/944040088208181520?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086098_WLg%2BzWIQJe%2FzQAog&previous_page_section_name=1000&federated_search_id=04805f57-90e4-4064-bda5-a48e8154eccd
262.0,Cortijo Andalusol,,,,,,,,,andalucia,https://www.airbnb.es/rooms/30130164?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086465_jJ61e2XKHB%2BB%2BM2X&previous_page_section_name=1000&federated_search_id=169d9bbd-c634-402b-b9a1-333da7c9ec2d
263.0,B&B cerca de Gibraltar,,,,,,,,,andalucia,https://www.airbnb.es/rooms/8416736?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-02&source_impression_id=p3_1691086444_6hz7ImA2Q%2BqEdJmG&previous_page_section_name=1000&federated_search_id=9d065b67-da3f-403f-a4b7-9a498a2c96b0
265.0,Alojáte más barato que un hotel.,,,,,,,,,madrid,https://www.airbnb.es/rooms/841893725152248176?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-07&check_out=2023-08-12&source_impression_id=p3_1691086051_cXXFmearS81%2BT1ve&previous_page_section_name=1000&federated_search_id=1432602d-c107-41c2-8f2d-45d610bcebd2
268.0,Alcoy La Ciudad de los puentes,,,,,,,,,comunidad_valenciana,https://www.airbnb.es/rooms/831631367182980130?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691086126_%2Fq9DAIqGVW5qnIKn&previous_page_section_name=1000&federated_search_id=025e1cd6-c69d-4ac8-a6cc-892b43929da1
286.0,Habitación bonita,,,,,,,,,baleares,https://www.airbnb.es/rooms/944296243734446082?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-22&check_out=2023-08-27&source_impression_id=p3_1691086686_pBzWprJtAG2%2FlVIT&previous_page_section_name=1000&federated_search_id=d9d8b04f-5395-4daa-9b3c-9caab2159266
288.0,Habitacion individual en centro Valencia(N7),,,,,,,,,comunidad_valenciana,https://www.airbnb.es/rooms/661413368990306621?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-29&check_out=2023-11-03&source_impression_id=p3_1691086181_tEQ1SpRonxhtcKCn&previous_page_section_name=1000&federated_search_id=631070d1-c9b0-40d3-881a-dd0f7647920c
