,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,precio,titulo_anuncio,comunidad,url,tipo_alojamineto,numero_personas,n_dormitorios,nunmero_camas,nunmero_banos,valoracion,n_evaluaciones
216,216.0,216.0,216.0,,49€,Apartamento Experiencia del Vino en Haro,la_rioja,https://www.airbnb.es/rooms/558286175413009477?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-24&check_out=2023-09-29&source_impression_id=p3_1691085795_E11VZxONuoV1Ngez&previous_page_section_name=1000&federated_search_id=00622a2c-a204-437a-b9a8-6dfbe9a4e0f5,apto,4 viajeros,1 dormitorio,2 camas,1 baño,"4,75",12
217,217.0,217.0,217.0,,111€,Apartamento en Martil Beach with Pool,ceuta,https://www.airbnb.es/rooms/807837241112053130?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-21&check_out=2023-08-26&source_impression_id=p3_1691086551_WsWode7qCUxY5ZgU&previous_page_section_name=1000&federated_search_id=c7576a43-7143-4d5e-a392-ae1994af6f69,apto,5 viajeros,1 dormitorio,1 cama,1 baño,"5,0",4
218,218.0,218.0,218.0,,60€,Refúgio de Cofiñal,asturias,https://www.airbnb.es/rooms/887028059826894406?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-30&source_impression_id=p3_1691085530_6PnrfnZ5UesBVRQQ&previous_page_section_name=1000&federated_search_id=003b642d-51e4-464f-9ceb-a3093b2f1401,piso,4 viajeros,1 dormitorio,2 camas,1 baño,,
219,219.0,219.0,219.0,,20€,Habitación privada en zona céntrica de Madrid,madrid,https://www.airbnb.es/rooms/53747744?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-11&check_out=2023-08-16&source_impression_id=p3_1691086107_nHU5Yz%2BYuUgV6%2Bjr&previous_page_section_name=1000&federated_search_id=493f7c51-32e1-4dc5-aecc-2cb8458a0b47,,,,,,,
220,220.0,220.0,220.0,,70€,Cortijo Los Maximos Buganvilla,andalucia,https://www.airbnb.es/rooms/949778015885977810?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086440_jo%2FP79nc%2B8xxWXPs&previous_page_section_name=1000&federated_search_id=d09aabae-4ea1-48c2-b74a-6e1cfaeece39,suite con entrada independiente,4 viajeros,1 dormitorio,3 camas,1 baño,,
221,221.0,221.0,221.0,,52€,Loft Con Encanto en Zamora. Desconexión y Relax,castilla_y_leon,https://www.airbnb.es/rooms/663134233634006958?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086013_vju%2FVzKG7EcP%2Bcpd&previous_page_section_name=1000&federated_search_id=2c9de40c-ece7-478f-8309-ba675d3a77f2,loft,2 viajeros,1 dormitorio,2 camas,"1,5 baños","4,40",25
222,222.0,222.0,222.0,,60€,"*Estudio Villazón,12 min PAMPLONA,Cam SANTIAGO",pais_vasco,https://www.airbnb.es/rooms/15358517?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1691085636_vOc9F%2FBEdsM7tcBX&previous_page_section_name=1000&federated_search_id=6fd22c8a-ac9b-46b5-9d62-a1ace86e9352,loft,2 viajeros,1 dormitorio,3 camas,"1,5 baños","4,84",180
223,223.0,223.0,223.0,,29€,tranquilidad y comodidad todo en un mismo lugar.,madrid,https://www.airbnb.es/rooms/37674433?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086077_7aT%2BeZDADYICQuqf&previous_page_section_name=1000&federated_search_id=bc0595a8-b236-4d91-851e-6f8b0e410d75,,,,,,,
224,224.0,224.0,224.0,,60€,CASA RURAL DE CUBILLAS DE CERRATO,castilla_y_leon,https://www.airbnb.es/rooms/47460101?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1691086001_oLq0f2HxQBo7GTFW&previous_page_section_name=1000&federated_search_id=2a157d41-5cbb-457b-9700-4b2e084134d3,casa rural,5 viajeros,3 dormitorios,3 camas,1 baño,"4,83",41
225,225.0,225.0,225.0,,150€,Mas del Olivar,aragon,https://www.airbnb.es/rooms/51439215?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1691085841_zPr154beyzNshkNq&previous_page_section_name=1000&federated_search_id=dc59a088-b92f-42a2-81d1-e495c3514a30,chalet,6 viajeros,3 dormitorios,4 camas,1 baño,"4,93",55
226,226.0,226.0,226.0,,38€,Piso nuevo con cama doble.,valencia,https://www.airbnb.es/rooms/815661850162518280?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-12&check_out=2023-08-17&source_impression_id=p3_1691085388_CY7d%2BFlZ3iCezNfZ&previous_page_section_name=1000&federated_search_id=bf6949a6-d345-4a53-aa5a-8950b0cca889,,,,,,,
227,227.0,227.0,227.0,,23€,Habitación privada 20 min Centro,madrid,https://www.airbnb.es/rooms/941097393202904379?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691086107_anAQkqqgfv37I%2F2A&previous_page_section_name=1000&federated_search_id=493f7c51-32e1-4dc5-aecc-2cb8458a0b47,,,,,,,
228,228.0,228.0,228.0,,,,aragon,https://www.airbnb.es/rooms/38155083?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-15&check_out=2023-09-20&source_impression_id=p3_1691085861_hTesJss7Vrnwm5gn&previous_page_section_name=1000&federated_search_id=50aa6b5f-0da8-4a55-8cd5-666dd138e930,,,,,,,
229,229.0,229.0,229.0,,52€,CASA RURAL EN UN PUEBLO ANDALUZ CERCA DE LA PLAYA,andalucia,https://www.airbnb.es/rooms/40628573?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-30&check_out=2023-09-04&source_impression_id=p3_1691086440_TWZgtk9%2BKaz%2B%2FkX6&previous_page_section_name=1000&federated_search_id=d09aabae-4ea1-48c2-b74a-6e1cfaeece39,vivienda,3 viajeros,2 dormitorios,2 camas,1 baño,"4,75",121
230,230.0,230.0,230.0,,16€,"Piso luminoso, amplio y tranquilo",madrid,https://www.airbnb.es/rooms/709327134454429897?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-19&check_out=2023-08-26&source_impression_id=p3_1691086090_82%2BFjJoOQBM7LR4y&previous_page_section_name=1000&federated_search_id=6b4b3f9c-2140-42ff-b81f-afe18f16e705,,,,,,,
231,231.0,231.0,231.0,,24€,A Habitación doble UC3M reformada,madrid,https://www.airbnb.es/rooms/849240160353846116?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691086090_OI0dtzUD9sgyv1Tz&previous_page_section_name=1000&federated_search_id=6b4b3f9c-2140-42ff-b81f-afe18f16e705,,,,,,,
232,232.0,232.0,232.0,,,,comunidad_valenciana,https://www.airbnb.es/rooms/948692216645704217?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086157_H3L8ib9SK%2B9lph0l&previous_page_section_name=1000&federated_search_id=b1b5ebc4-61b5-467b-a1d2-d82bcfeb4561,,,,,,,
233,233.0,233.0,233.0,,43€,Casa Godoy,extremadura,https://www.airbnb.es/rooms/851272568369078665?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086370_5CX8Cu0nwIBZPO3N&previous_page_section_name=1000&federated_search_id=254fdd0c-c9d1-4475-919c-1cf3811de0fc,vivienda,6 viajeros,3 dormitorios,4 camas,1 baño,"5,0",6
234,234.0,234.0,234.0,,63€,Buena escapada con vista preciosa,aragon,https://www.airbnb.es/rooms/4002398?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-03&source_impression_id=p3_1691085853_j%2BURguJyT3eX8Jhg&previous_page_section_name=1000&federated_search_id=ba022d98-3c62-4067-8336-c263ecc4524d,casa rural,4 viajeros,2 dormitorios,3 camas,2 baños,"4,75",230
235,235.0,235.0,235.0,,,,castilla_y_leon,https://www.airbnb.es/rooms/34602008?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-05&check_out=2023-08-10&source_impression_id=p3_1691085967_3R1w4th7EDfrUIbW&previous_page_section_name=1000&federated_search_id=06d9905f-cb16-43f3-9f00-0ac4885f83d4,,,,,,,
236,236.0,236.0,236.0,,,,baleares,https://www.airbnb.es/rooms/657693865938670132?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-07&check_out=2023-09-12&source_impression_id=p3_1691086690_q68yYbpWbb3lBBs9&previous_page_section_name=1000&federated_search_id=015017d3-97bd-41fb-8766-3e5ab3c8ccc2,,,,,,,
237,237.0,237.0,237.0,,75€,Casa rural agradable,cantabria,https://www.airbnb.es/rooms/602436463235603147?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-20&check_out=2023-09-25&source_impression_id=p3_1691085601_vBSVT4b0xSQXebsg&previous_page_section_name=1000&federated_search_id=910a17d7-acf3-4c82-a75d-d145a4cbce5a,casa rural,5 viajeros,3 dormitorios,3 camas,"1,5 baños","4,72",39
238,238.0,238.0,238.0,,135€,Casa al lado del embalse de Alloz,navarra,https://www.airbnb.es/rooms/6177722?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-02&check_out=2023-09-07&source_impression_id=p3_1691085731_apBNnSEbXVC5pbPC&previous_page_section_name=1000&federated_search_id=db3936bb-34ca-4be5-bbf1-72b0102a1134,vivienda,8 viajeros,3 dormitorios,5 camas,2 baños,"4,86",35
239,239.0,239.0,239.0,,30€,Acogedora habitación,valencia,https://www.airbnb.es/rooms/940625486853779614?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-09&source_impression_id=p3_1691085337_FrrvtX05QmrRmX3s&previous_page_section_name=1000&federated_search_id=1b8a754b-9a72-48f7-a3cb-a98ba067e1f0,,,,,,,
240,240.0,240.0,240.0,,35€,Habitación privada en Torrelavega,cantabria,https://www.airbnb.es/rooms/696281093615283645?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085554_uHheZ27cYnrO6w6K&previous_page_section_name=1000&federated_search_id=21d6a24f-0599-4dfb-9146-839f3932c377,,,,,,,
241,241.0,241.0,241.0,,32€,Habitación privada en piso compartido,valencia,https://www.airbnb.es/rooms/571176230960158179?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-09&source_impression_id=p3_1691085358_1c9Mmj%2Ba7DgPQRwS&previous_page_section_name=1000&federated_search_id=d6f09f65-7698-44e4-8541-78e91e3a240c,,,,,,,
242,242.0,242.0,242.0,,30€,Hab. privada en TorroxCosta - cama simple,andalucia,https://www.airbnb.es/rooms/818000307943267869?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-02&source_impression_id=p3_1691086428_GInV77MT5dsqfW0H&previous_page_section_name=1000&federated_search_id=57d310ba-fa5c-4353-9003-62c0e6b41f4f,,,,,,,
243,243.0,243.0,243.0,,60€,Precioso piso en centro de Palma,baleares,https://www.airbnb.es/rooms/867881766347824900?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-05&check_out=2023-09-10&source_impression_id=p3_1691086686_75FK%2BXI8pkiZvBgi&previous_page_section_name=1000&federated_search_id=d9d8b04f-5395-4daa-9b3c-9caab2159266,,,,,,,
244,244.0,244.0,244.0,,80€,Precioso apartamento de estilo rústico para 2 personas,cantabria,https://www.airbnb.es/rooms/42290519?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1691085597_WxgfQ6Ab%2FE4AWLfN&previous_page_section_name=1000&federated_search_id=38df2e61-481e-4b91-98de-a36ed2f715ac,piso,2 viajeros,1 dormitorio,2 camas,1 baño,"4,86",58
245,245.0,245.0,245.0,,175€,Aprt. Dúplex sobre la playa Arnia (8p)-El Mirador,cantabria,https://www.airbnb.es/rooms/37926159?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-01&check_out=2023-10-06&source_impression_id=p3_1691085571_ZwLHrLoYPpHA1JQj&previous_page_section_name=1000&federated_search_id=112093d5-b155-4188-a9b5-e4961ca9e712,vivienda,8 viajeros,3 dormitorios,6 camas,"2,5 baños","4,81",94
246,246.0,246.0,246.0,,92€,Amira,ceuta,https://www.airbnb.es/rooms/915253794966044275?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-09&source_impression_id=p3_1691086540_CJ%2FgSAocYFHLQZZr&previous_page_section_name=1000&federated_search_id=79699730-c4b1-4d59-9cc2-f168f85d579e,piso,2 viajeros,1 dormitorio,2 camas,1 baño,,
247,247.0,247.0,247.0,,240€,Oasis natural dentro de las Bardenas Reales,aragon,https://www.airbnb.es/rooms/661132017231853006?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085861_VSJjxtyDcn%2Be%2Ft0S&previous_page_section_name=1000&federated_search_id=50aa6b5f-0da8-4a55-8cd5-666dd138e930,villa,10 viajeros,2 dormitorios,10 camas,1 baño,"5,0",3
248,248.0,248.0,248.0,,24€,HABITACION INDIVIDUAL CENTRO DE CARTAGENA,murcia,https://www.airbnb.es/rooms/651154497847743714?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086303_4DX1MZiLLhoXNze4&previous_page_section_name=1000&federated_search_id=5fa4b39f-2c59-4f96-bb64-6da22f242341,,,,,,,
249,249.0,249.0,249.0,,109€,Puro encanto II en el corazón de Santo Domingo,la_rioja,https://www.airbnb.es/rooms/43920819?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691085803_o7mM4%2Bmc8pCuKkgg&previous_page_section_name=1000&federated_search_id=c932d150-9a74-43f5-8ab2-bd4287d58020,piso,6 viajeros,2 dormitorios,3 camas,1 baño,"4,70",10
250,250.0,250.0,250.0,,37€,"2 cerca del estadio de fútbol, universidad, ciudad de la ciencia, habitación privada para dos (doble)",valencia,https://www.airbnb.es/rooms/613867660651077711?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-10&check_out=2023-09-15&source_impression_id=p3_1691085358_KjT7PsD5QJPahiWD&previous_page_section_name=1000&federated_search_id=d6f09f65-7698-44e4-8541-78e91e3a240c,,,,,,,
251,251.0,251.0,251.0,,,,cataluña,https://www.airbnb.es/rooms/623504649145069523?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-28&check_out=2023-10-05&source_impression_id=p3_1691085929_tnmJXg9pyT40M2iq&previous_page_section_name=1000&federated_search_id=c9a6a218-2991-4336-b394-5e2871bdc5b0,,,,,,,
252,252.0,252.0,252.0,,30€,Habitacion Amplia En Bonito Chalet,navarra,https://www.airbnb.es/rooms/19688668?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691085731_k6ic3YDWh7UqVVQY&previous_page_section_name=1000&federated_search_id=db3936bb-34ca-4be5-bbf1-72b0102a1134,,,,,,,
253,253.0,253.0,253.0,,29€,Habitación individual,pais_vasco,https://www.airbnb.es/rooms/21546361?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-14&check_out=2023-08-19&source_impression_id=p3_1691085628_fOlxIoyms4tT8d5M&previous_page_section_name=1000&federated_search_id=a351f612-6da7-49ad-a724-ca1169f0384e,Gorka,2 viajeros,1 dormitorio,1 cama,1 baño privado,"4,78",101
254,254.0,254.0,254.0,,81€,"Acogedora casita con balcón, terraza y vistas",asturias,https://www.airbnb.es/rooms/51628860?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-10&source_impression_id=p3_1691085506_%2BJJw2YTSG%2F3KRB1e&previous_page_section_name=1000&federated_search_id=b56e7b3f-373e-47c7-ad92-7fd3737f21b0,casa rural,3 viajeros,1 dormitorio,2 camas,1 baño,"4,87",39
255,255.0,255.0,255.0,,89€,Apartamentos rurales Ecopangea,extremadura,https://www.airbnb.es/rooms/3664899?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-19&check_out=2023-08-25&source_impression_id=p3_1691086354_r2%2B4E6Y6sfaX1PS%2F&previous_page_section_name=1000&federated_search_id=a01b7ab3-870d-4240-8747-a3a769a87ff8,Juan Carlos,3 viajeros,1 dormitorio,2 camas,1 baño,"4,88",112
256,256.0,256.0,256.0,,,,murcia,https://www.airbnb.es/rooms/50039345?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-10&source_impression_id=p3_1691086315_AkTfkbNSrDrA2fso&previous_page_section_name=1000&federated_search_id=d8c7ef25-0126-4509-83f7-2475e06a1d11,,,,,,,
257,257.0,257.0,257.0,,125€,Casa rural chic,navarra,https://www.airbnb.es/rooms/16781231?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691085711_HlpPC610Y78bnz9l&previous_page_section_name=1000&federated_search_id=61caa4df-ea64-4b99-98f1-7952281d9540,vivienda,4 viajeros,2 dormitorios,2 camas,2 baños,"4,90",147
258,258.0,258.0,258.0,,40€,Apartamento con piscina a 100 metros de la playa,andalucia,https://www.airbnb.es/rooms/39855418?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-10&check_out=2023-10-15&source_impression_id=p3_1691086448_KSBgiUDjl5t%2Fuv0Y&previous_page_section_name=1000&federated_search_id=b8dbd954-4832-4555-97b7-fac7c2778a04,apto,4 viajeros,1 dormitorio,2 camas,1 baño,"4,64",56
259,259.0,259.0,259.0,,35€,Habitación individual en piso compartido céntrico.,valencia,https://www.airbnb.es/rooms/50108969?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-15&check_out=2023-08-20&source_impression_id=p3_1691085345_SvGSp%2FADpGwYMaoc&previous_page_section_name=1000&federated_search_id=4978ccc7-89ce-4d2a-ac7a-29ac90e91dbc,Dani,1 viajero,1 dormitorio,1 cama,"1,5 baños compartidos","4,59",115
260,260.0,260.0,260.0,,,,castilla_la_mancha,https://www.airbnb.es/rooms/730807727818925002?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-11&source_impression_id=p3_1691086208_RQ739nwEFV9rUc9g&previous_page_section_name=1000&federated_search_id=f359ae9c-bc30-4004-a527-1e94972f228c,,,,,,,
261,261.0,261.0,261.0,,,,castilla_la_mancha,https://www.airbnb.es/rooms/654119202469521043?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-08&check_out=2023-08-14&source_impression_id=p3_1691086228_HUTniMQD%2BnTVWv7n&previous_page_section_name=1000&federated_search_id=0c549cdd-86e4-4555-beaf-36e438b3cc66,,,,,,,
262,262.0,262.0,262.0,,22€,Habitación con cama doble en el centro de Murcia,murcia,https://www.airbnb.es/rooms/53143826?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-10&check_out=2023-08-15&source_impression_id=p3_1691086271_p3X5kfQ02Ik8Xfrt&previous_page_section_name=1000&federated_search_id=8d9c264c-0aac-4cda-ad53-aa525c20ba2b,,,,,,,
263,263.0,263.0,263.0,,58€,Habitación en centro de Ibiza,baleares,https://www.airbnb.es/rooms/937533984969102202?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-26&check_out=2023-10-01&source_impression_id=p3_1691086682_jU5usznR4vOTQfQW&previous_page_section_name=1000&federated_search_id=684ff2f9-4d23-4dd1-b22b-4cce5cd9b2a7,,,,,,,
264,264.0,264.0,264.0,,79€,Precioso estudio con patio privado para 2 personas,la_rioja,https://www.airbnb.es/rooms/634534080601439857?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691085787_Qy29VW6AiZTc39Xn&previous_page_section_name=1000&federated_search_id=01f2f90f-8128-42ac-9f99-def30dbc19e3,piso,2 viajeros,1 dormitorio,1 cama,1 baño,"4,67",9
265,265.0,265.0,265.0,,,,castilla_y_leon,https://www.airbnb.es/rooms/949432023158855021?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086009_ogNvQurl8si0PY%2F4&previous_page_section_name=1000&federated_search_id=b4630cea-274f-4c9d-af80-3661f9173b18,,,,,,,
266,266.0,266.0,266.0,,70€,Apartamento a 100 m del mar. ETVPL/13432,baleares,https://www.airbnb.es/rooms/489119?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-07&check_out=2023-10-14&source_impression_id=p3_1691086657_C05RXZlVNLN2KFPI&previous_page_section_name=1000&federated_search_id=362d8107-5669-4b3c-8eef-2b895679266d,piso,2 viajeros,1 dormitorio,2 camas,1 baño,"4,85",142
267,267.0,267.0,267.0,,30€,Habitacion por noches/ room & bath private,madrid,https://www.airbnb.es/rooms/35059849?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086086_kRw6UsXFSr5MDxAF&previous_page_section_name=1000&federated_search_id=a3c636cc-6311-40c1-a630-89e9316f65dc,,,,,,,
268,268.0,268.0,268.0,,88€,Cabaña rústica 100%,castilla_y_leon,https://www.airbnb.es/rooms/44335957?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-08&check_out=2023-08-13&source_impression_id=p3_1691085993_K4pmelMP681SnKeY&previous_page_section_name=1000&federated_search_id=88f4465e-8c9b-48ed-8cc8-ac9cd1e6df16,casa de invitados,2 viajeros,2 dormitorios,2 camas,1 baño,"4,71",41
269,269.0,269.0,269.0,,149€,Apartamento de diseño,galicia,https://www.airbnb.es/rooms/776161754438574579?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-24&check_out=2023-09-29&source_impression_id=p3_1691085407_zb%2BaMv5vJZc8aAmo&previous_page_section_name=1000&federated_search_id=358e4285-0810-480c-90e8-64e20f336a3c,piso,2 viajeros,1 dormitorio,1 cama,1 baño,"5,0",23
270,270.0,270.0,270.0,,,,murcia,https://www.airbnb.es/rooms/947181819142669171?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-12&source_impression_id=p3_1691086327_SW4oNZ3qHS1WrhOt&previous_page_section_name=1000&federated_search_id=bdea0111-397a-49c2-b9cd-2aa51a1bbf54,,,,,,,
271,271.0,271.0,271.0,,60€,Cabaña 7 en valle de Las Batuecas,extremadura,https://www.airbnb.es/rooms/14712216?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691086370_0H08cDRl%2BR9bhY%2Bg&previous_page_section_name=1000&federated_search_id=254fdd0c-c9d1-4475-919c-1cf3811de0fc,cabaña,2 viajeros,Estudio,2 camas,1 baño,"4,73",60
272,272.0,272.0,272.0,,64€,"App. Turístico Casa Torta ""Carrasca"" 1 llave.",aragon,https://www.airbnb.es/rooms/2266178?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-26&source_impression_id=p3_1691085884_ECABhA3bSqdOZIPl&previous_page_section_name=1000&federated_search_id=415aca3a-0056-44d2-aef3-28d018fdea57,loft,2 viajeros,Estudio,1 cama,1 baño,"4,91",94
273,273.0,273.0,273.0,,92€,Muy amplio apartamento,melilla,https://www.airbnb.es/rooms/947139968908610267?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-08&check_out=2023-08-13&source_impression_id=p3_1691086574_kbS6Lu12eOHfR7SZ&previous_page_section_name=1000&federated_search_id=3cf6f526-eba1-4e11-aadf-21370dfc209d,piso,6 viajeros,3 dormitorios,4 camas,2 baños,,
274,274.0,274.0,274.0,,51€,Estudio con garaje wifi y netflix,aragon,https://www.airbnb.es/rooms/30584610?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-12&check_out=2023-09-17&source_impression_id=p3_1691085837_77xK0yFLsKJZTy25&previous_page_section_name=1000&federated_search_id=f62aab82-e762-443f-9b72-a933a55056aa,suite con entrada independiente,2 viajeros,1 dormitorio,1 cama,1 baño,"4,54",410
275,275.0,275.0,275.0,,,,madrid,https://www.airbnb.es/rooms/902219238135332633?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-14&check_out=2023-08-19&source_impression_id=p3_1691086107_RnVeLhcvgLB7opPm&previous_page_section_name=1000&federated_search_id=493f7c51-32e1-4dc5-aecc-2cb8458a0b47,,,,,,,
276,276.0,276.0,276.0,,18€,Ambiente tranquilo acogedor,madrid,https://www.airbnb.es/rooms/894835543723947517?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-16&check_out=2023-08-21&source_impression_id=p3_1691086064_EEWpvmr9Js0qJWLt&previous_page_section_name=1000&federated_search_id=b07146a4-1094-40b2-90f9-23ca39300c30,,,,,,,
277,277.0,277.0,277.0,,18€,Habitación privada,madrid,https://www.airbnb.es/rooms/39890585?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-06&check_out=2023-08-11&source_impression_id=p3_1691086098_WzgrwJgMqkwCRLqN&previous_page_section_name=1000&federated_search_id=04805f57-90e4-4064-bda5-a48e8154eccd,,,,,,,
278,278.0,278.0,278.0,,,,baleares,https://www.airbnb.es/rooms/947753731652465920?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-23&check_out=2023-08-28&source_impression_id=p3_1691086674_DKEVFDSnIUugqPZI&previous_page_section_name=1000&federated_search_id=fe1f8555-4e6b-4b84-84b1-22add19ceba6,,,,,,,
279,279.0,279.0,279.0,,51€,APARTAMENTO RURAL,aragon,https://www.airbnb.es/rooms/7127581?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-01&check_out=2023-09-06&source_impression_id=p3_1691085876_58QHHWPiBoDVtlNP&previous_page_section_name=1000&federated_search_id=76720e18-d93a-4b89-b47e-c383f2e956d8,piso,4 viajeros,2 dormitorios,3 camas,1 baño,"4,48",226
