,Unnamed: 0.3,Unnamed: 0.2,Unnamed: 0.1,Unnamed: 0,precio,titulo_anuncio,comunidad,url,tipo_alojamineto,numero_personas,n_dormitorios,nunmero_camas,nunmero_banos,valoracion,n_evaluaciones
629,629.0,,,,22€,Habitación a 4 km del centro de pamplona,navarra,https://www.airbnb.es/rooms/34058375?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-14&check_out=2023-08-19&source_impression_id=p3_1691085740_nBUhO7EcAzXBpZkN&previous_page_section_name=1000&federated_search_id=1d9330a6-cc5d-4cde-ace7-b39a08194ef2,,,,,,,
630,630.0,,,,48€,Habitacion en cabaña rural,cataluña,https://www.airbnb.es/rooms/641969920800625623?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-20&check_out=2023-08-25&source_impression_id=p3_1691085906_vgcH%2F4mQCeg%2BK6NI&previous_page_section_name=1000&federated_search_id=2e9babc7-9a92-4a34-9951-210ff2270237,,,,,,,
631,631.0,,,,37€,Encantador apartamento de 2 dormitorios,ceuta,https://www.airbnb.es/rooms/944286736619930512?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-23&check_out=2023-08-29&source_impression_id=p3_1691086540_NNVUrJvKDuQLjIFk&previous_page_section_name=1000&federated_search_id=79699730-c4b1-4d59-9cc2-f168f85d579e,piso,6 viajeros,2 dormitorios,1 cama,1 baño,,
632,632.0,,,,125€,Acogedora habitación en antiguo monasterio,baleares,https://www.airbnb.es/rooms/34298086?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-02&check_out=2023-09-07&source_impression_id=p3_1691086678_sF9l8MdtJGYlHAzn&previous_page_section_name=1000&federated_search_id=ae9f73bc-5549-44a7-98be-ce3291469e81,Can Calco,2 viajeros,1 dormitorio,2 camas,1 baño,"4,61",194
633,633.0,,,,200€,Casita Terlegiz,pais_vasco,https://www.airbnb.es/rooms/907672768139486544?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-30&check_out=2023-09-04&source_impression_id=p3_1691085676_9VxWQlRWvht4TquQ&previous_page_section_name=1000&federated_search_id=56e8d30b-333b-4aaa-a513-bb629809d53d,vivienda,7 viajeros,4 dormitorios,5 camas,2 baños,,
634,634.0,,,,67€,Apartamento Completo en la Montaña Palentina,cantabria,https://www.airbnb.es/rooms/902566427940331484?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-31&source_impression_id=p3_1691085563_FHEq6CUvVRu%2FLcvV&previous_page_section_name=1000&federated_search_id=1b0a8c5d-f6ef-4448-8f01-f1ff3664631d,piso,2 viajeros,1 dormitorio,2 camas,1 baño,"5,0",9
635,635.0,,,,33€,está en buena zona topo bus muy,navarra,https://www.airbnb.es/rooms/945636098163239862?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-18&source_impression_id=p3_1691085699_gQBMk8v8TyBY5vT%2F&previous_page_section_name=1000&federated_search_id=9b7f2438-a9ca-42d1-9efe-07447cbb6959,,,,,,,
636,636.0,,,,,,castilla_la_mancha,https://www.airbnb.es/rooms/766738701869963501?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-18&check_out=2023-08-25&source_impression_id=p3_1691086217_SXT0M12fNGpjI5lF&previous_page_section_name=1000&federated_search_id=260d87fd-2bb8-4790-ab75-cb4042e7eb45,,,,,,,
637,637.0,,,,45€,Vivienda en el corazon de la huerta murciana,murcia,https://www.airbnb.es/rooms/24377050?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-12&check_out=2023-08-17&source_impression_id=p3_1691086295_U7C0HWqNlkXUfz3n&previous_page_section_name=1000&federated_search_id=bb4b79f6-2eab-4faa-a03c-305e3ae7e76a,piso,6 viajeros,3 dormitorios,4 camas,1 baño,"4,43",173
638,638.0,,,,70€,Bonito y práctico apartamento con 2 habitaciones,asturias,https://www.airbnb.es/rooms/637820864665412932?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-09&source_impression_id=p3_1691085518_xeHOW%2Ff3OfmJToUf&previous_page_section_name=1000&federated_search_id=ce6bf819-7ded-4a23-bae0-f778ba28ce81,piso,4 viajeros,2 dormitorios,2 camas,1 baño,"4,78",9
639,639.0,,,,21€,"Acogedor, cálido y confortable.",extremadura,https://www.airbnb.es/rooms/792109552336148237?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-16&check_out=2023-08-23&source_impression_id=p3_1691086350_SdnSgqOL8tYIwuA3&previous_page_section_name=1000&federated_search_id=758af101-3208-40d9-914c-7d850718288d,,,,,,,
640,640.0,,,,58€,Apartamento acogedor,pais_vasco,https://www.airbnb.es/rooms/641920483754751483?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-17&check_out=2023-09-22&source_impression_id=p3_1691085648_xBHILcx4KqgDQ7Oo&previous_page_section_name=1000&federated_search_id=46d55eef-d725-44e5-8aaf-90aabf328381,apto,4 viajeros,2 dormitorios,3 camas,1 baño,"4,59",27
641,641.0,,,,75€,"A.T. Arquimedes 1-1, Melilla a un paso",melilla,https://www.airbnb.es/rooms/32841093?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-01&check_out=2024-01-06&source_impression_id=p3_1691086598_G0lCBKDkVZGKBzkU&previous_page_section_name=1000&federated_search_id=cd78fc61-8e93-4c36-8a9c-27787f9dbac0,piso,3 viajeros,2 dormitorios,2 camas,1 baño,"5,0",8
642,642.0,,,,,,andalucia,https://www.airbnb.es/rooms/21020361?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-09&check_out=2023-08-14&source_impression_id=p3_1691086444_EUYdVTLxHOFkWaxg&previous_page_section_name=1000&federated_search_id=9d065b67-da3f-403f-a4b7-9a498a2c96b0,,,,,,,
643,643.0,,,,99€,"Calpe, lujo, moderno,aire,2 piscina,parking, Wi-Fi",comunidad_valenciana,https://www.airbnb.es/rooms/48600437?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-10&check_out=2023-09-16&source_impression_id=p3_1691086165_9Pqk7TxWPzlDs8D7&previous_page_section_name=1000&federated_search_id=959d051f-edb6-4036-b150-c3c8401069dc,apto,3 viajeros,1 dormitorio,2 camas,1 baño,"4,48",125
644,644.0,,,,45€,Bonito y funcional apartamento.,murcia,https://www.airbnb.es/rooms/811040813155981119?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086295_jF3qwZ7wlZXlEZcs&previous_page_section_name=1000&federated_search_id=bb4b79f6-2eab-4faa-a03c-305e3ae7e76a,piso,2 viajeros,1 dormitorio,1 cama,1 baño,"5,0",5
645,645.0,,,,,,aragon,https://www.airbnb.es/rooms/913312060061195606?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-04&source_impression_id=p3_1691085876_ihKc6nAGHrcrJzC9&previous_page_section_name=1000&federated_search_id=76720e18-d93a-4b89-b47e-c383f2e956d8,,,,,,,
646,646.0,,,,60€,Piso agradable y sencillo en el centro de Deltebre,cataluña,https://www.airbnb.es/rooms/42109589?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-20&source_impression_id=p3_1691085941_FM3%2BHmq%2FhcOizJqo&previous_page_section_name=1000&federated_search_id=4c4ea3fe-de6e-4fb5-bbbf-abb37734e0ea,piso,3 viajeros,2 dormitorios,2 camas,1 baño,"4,27",45
647,647.0,,,,,,extremadura,https://www.airbnb.es/rooms/948731317266477847?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-16&check_out=2023-08-21&source_impression_id=p3_1691086354_fkVGsoX%2FqYSJ3Y5E&previous_page_section_name=1000&federated_search_id=a01b7ab3-870d-4240-8747-a3a769a87ff8,,,,,,,
648,648.0,,,,118€,La Terrace,comunidad_valenciana,https://www.airbnb.es/rooms/946311415035115443?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-11&check_out=2023-08-16&source_impression_id=p3_1691086177_ndv7WhHZKkfLexFa&previous_page_section_name=1000&federated_search_id=ea84f72c-2f2d-4c13-8604-d8d1dad0bb25,piso,5 viajeros,1 dormitorio,2 camas,1 baño,,
649,649.0,,,,52€,Dormilón Bonito lotf en Burgohondo,extremadura,https://www.airbnb.es/rooms/18571201?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-19&source_impression_id=p3_1691086358_v3UMn%2FHOj8OWyrs8&previous_page_section_name=1000&federated_search_id=474b80c0-9a07-4dd1-a776-098e4f671fc5,Virginia,2 viajeros,1 dormitorio,2 camas,"1,5 baños","4,33",48
650,650.0,,,,125€,Balcón picos Europa,asturias,https://www.airbnb.es/rooms/51430022?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-25&check_out=2023-08-30&source_impression_id=p3_1691085518_isFDb9Ekhxldxqkn&previous_page_section_name=1000&federated_search_id=ce6bf819-7ded-4a23-bae0-f778ba28ce81,vivienda,4 viajeros,2 dormitorios,3 camas,1 baño,,
651,651.0,,,,98€,Acogedora casa rural con piscina particular,castilla_y_leon,https://www.airbnb.es/rooms/52961791?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-15&check_out=2023-09-20&source_impression_id=p3_1691085967_YWAFmIsJhTjQju2h&previous_page_section_name=1000&federated_search_id=06d9905f-cb16-43f3-9f00-0ac4885f83d4,casa rural,4 viajeros,2 dormitorios,2 camas,1 baño,"4,91",58
652,652.0,,,,69€,Estudio loft Laurel 3º,la_rioja,https://www.airbnb.es/rooms/18624756?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085807_oVaQpjEcxXPebpwJ&previous_page_section_name=1000&federated_search_id=875845f6-e7cb-4e1f-849f-8049e7d211f6,loft,2 viajeros,1 dormitorio,1 cama,1 baño,"4,90",198
653,653.0,,,,80€,Apartamento de playa en Ribadesella,asturias,https://www.airbnb.es/rooms/683913894332753391?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-10&check_out=2023-09-15&source_impression_id=p3_1691085526_N6i309Puep8yKhiQ&previous_page_section_name=1000&federated_search_id=42da71f5-7cc1-4953-a8c5-75750a1adb46,apto,2 viajeros,1 dormitorio,2 camas,1 baño,"4,83",18
654,654.0,,,,39€,Casa de campo La Solana,castilla_y_leon,https://www.airbnb.es/rooms/5741334?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-18&check_out=2023-09-23&source_impression_id=p3_1691086017_GNsMAHCbSFIo9ALX&previous_page_section_name=1000&federated_search_id=8a45eb79-1601-4fac-b762-d4a4b5548806,,,,,,,
655,655.0,,,,,,castilla_y_leon,https://www.airbnb.es/rooms/40059333?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-10&source_impression_id=p3_1691085980_CVGBxKY5QazsNMaN&previous_page_section_name=1000&federated_search_id=5c608d43-2220-4bac-92b4-438c79a82ae1,,,,,,,
656,656.0,,,,95€,Casita rural independiente con jardín,asturias,https://www.airbnb.es/rooms/50862381?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-18&check_out=2023-09-23&source_impression_id=p3_1691085530_3HR33YSvdhrY7sO5&previous_page_section_name=1000&federated_search_id=003b642d-51e4-464f-9ceb-a3093b2f1401,casa rural,2 viajeros,1 dormitorio,1 cama,1 baño,"4,98",43
657,657.0,,,,108€,La casina de Cervera,asturias,https://www.airbnb.es/rooms/27768326?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-21&check_out=2023-08-26&source_impression_id=p3_1691085502_QR9O1WHMVjcn3LkB&previous_page_section_name=1000&federated_search_id=8cef3447-d6bb-482e-9cfa-cc193ebb9912,casa rural,3 viajeros,2 dormitorios,2 camas,"1,5 baños","4,96",27
658,658.0,,,,,,valencia,https://www.airbnb.es/rooms/941423300843889534?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-28&check_out=2023-09-04&source_impression_id=p3_1691085388_0K2w%2FozzRZg2Y5bj&previous_page_section_name=1000&federated_search_id=bf6949a6-d345-4a53-aa5a-8950b0cca889,,,,,,,
659,659.0,,,,76€,Tienda Lamu,navarra,https://www.airbnb.es/rooms/947656659457911230?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691085681_nZ5sXz0doLfMgwOk&previous_page_section_name=1000&federated_search_id=2781065c-6f62-431b-8da2-8ab61126d391,Kampaoh,4 viajeros,1 dormitorio,2 camas,1 baño compartido,,
660,660.0,,,,57€,"Logroño centro. Habitación doble, baño privado, tv",la_rioja,https://www.airbnb.es/rooms/42525690?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-17&check_out=2023-08-22&source_impression_id=p3_1691085818_2Gj7L8hTukjBNtr5&previous_page_section_name=1000&federated_search_id=922e5e28-4e5e-4666-9196-22f229771e43,Carlos,2 viajeros,1 dormitorio,2 camas,1 baño privado,"4,62",34
661,661.0,,,,34€,"El Sahugo,entre Agadones y el Rebollar",castilla_y_leon,https://www.airbnb.es/rooms/43283477?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1691085989_v%2BISbMiSgMbeDRcr&previous_page_section_name=1000&federated_search_id=a15937ca-4c81-47d0-8fcc-29b6f458c6b3,apartamento con servicios,3 viajeros,1 dormitorio,2 camas,1 baño,"4,80",132
662,662.0,,,,,,galicia,https://www.airbnb.es/rooms/945697474399778934?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-21&check_out=2023-08-26&source_impression_id=p3_1691085407_E%2FSGTeknUm8ECc7t&previous_page_section_name=1000&federated_search_id=358e4285-0810-480c-90e8-64e20f336a3c,,,,,,,
663,663.0,,,,27€,Habitacion con cama de matrimonio cerca de estacio,andalucia,https://www.airbnb.es/rooms/38504164?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-23&check_out=2023-08-28&source_impression_id=p3_1691086477_WUqdIkWSJfUXwhi9&previous_page_section_name=1000&federated_search_id=8ba10d56-a89b-4437-85ab-75751c8b3070,,,,,,,
664,664.0,,,,,,castilla_la_mancha,https://www.airbnb.es/rooms/818593531303937784?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-04&check_out=2023-08-09&source_impression_id=p3_1691086228_dkoqcT5ppB7QNtux&previous_page_section_name=1000&federated_search_id=0c549cdd-86e4-4555-beaf-36e438b3cc66,,,,,,,
665,665.0,,,,80€,Amplio y fresco,baleares,https://www.airbnb.es/rooms/927337085272781107?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-05&check_out=2023-09-10&source_impression_id=p3_1691086678_EidhSj07ubXAONBi&previous_page_section_name=1000&federated_search_id=ae9f73bc-5549-44a7-98be-ce3291469e81,,,,,,,
666,666.0,,,,,,pais_vasco,https://www.airbnb.es/rooms/46215097?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-12&check_out=2023-08-17&source_impression_id=p3_1691085640_EcB%2FUzDoNehsvU83&previous_page_section_name=1000&federated_search_id=c79de80a-6aa6-4a77-8a65-93b03c5b650c,,,,,,,
667,667.0,,,,54€,tranquilo bonito y pegado a Castellón,comunidad_valenciana,https://www.airbnb.es/rooms/793114423228529919?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-07&check_out=2023-08-12&source_impression_id=p3_1691086135_5WuJyiPtlKJNYBmg&previous_page_section_name=1000&federated_search_id=a86b27f4-0962-4f79-8e1e-e8e9a9f7c3da,piso,1 viajero,Estudio,1 cama,1 baño,"4,83",18
668,668.0,,,,94€,Lujoso apartamento céntrico junto a Museo Salzillo,murcia,https://www.airbnb.es/rooms/826717101214132634?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-10&check_out=2023-08-15&source_impression_id=p3_1691086299_TTco03KmGemZfbnG&previous_page_section_name=1000&federated_search_id=8d52f324-da10-4646-bcdc-488b72f6ee00,vivienda vacacional,5 viajeros,2 dormitorios,3 camas,1 baño,"4,96",27
669,669.0,,,,53€,Refugio en el encinar de la sierra madrileña,castilla_y_leon,https://www.airbnb.es/rooms/54099389?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-29&check_out=2023-09-03&source_impression_id=p3_1691085993_Z9EPkvIVPcr02Cx5&previous_page_section_name=1000&federated_search_id=88f4465e-8c9b-48ed-8cc8-ac9cd1e6df16,Iñaki,2 viajeros,1 dormitorio,1 cama,1 baño,"4,99",83
670,670.0,,,,36€,Piso en La Alberca junto a Arrixaca,murcia,https://www.airbnb.es/rooms/38174188?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-11&check_out=2023-08-17&source_impression_id=p3_1691086307_VlkekBlbHWNatgGm&previous_page_section_name=1000&federated_search_id=e746460b-dc2b-4d18-889b-2ca3ee297bd8,piso,6 viajeros,3 dormitorios,3 camas,2 baños,"4,72",29
671,671.0,,,,73€,Casa Jaques con patio interior,navarra,https://www.airbnb.es/rooms/15080697?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-21&check_out=2023-08-26&source_impression_id=p3_1691085735_8bpT95Qrbs7Kyaxb&previous_page_section_name=1000&federated_search_id=4aa57621-a0f6-4e2a-a42d-7cb540e7e756,vivienda,7 viajeros,3 dormitorios,5 camas,"1,5 baños","4,66",56
672,672.0,,,,65€,Quédate y quédate en uno. Yate de vela.,baleares,https://www.airbnb.es/rooms/910197989706092479?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-29&check_out=2023-09-03&source_impression_id=p3_1691086669_z2wsPEDxNUH5uXNn&previous_page_section_name=1000&federated_search_id=4f07e5b3-3748-41fe-8903-b1347c2703d8,,,,,,,
673,673.0,,,,,,aragon,https://www.airbnb.es/rooms/643089191253322184?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-08&source_impression_id=p3_1691085884_rQp9v%2B86wCfXXtvz&previous_page_section_name=1000&federated_search_id=415aca3a-0056-44d2-aef3-28d018fdea57,,,,,,,
674,674.0,,,,29€,Sol y calma a 10 min del aeropuerto,castilla_la_mancha,https://www.airbnb.es/rooms/34309334?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-24&check_out=2023-08-29&source_impression_id=p3_1691086236_M2348747oIl392Q4&previous_page_section_name=1000&federated_search_id=378d2f85-9168-4a5a-bf66-a014c0c64f0c,,,,,,,
675,675.0,,,,21€,Habitación individual,valencia,https://www.airbnb.es/rooms/822406527223076354?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-25&check_out=2023-10-30&source_impression_id=p3_1691085350_36RKw9TsC9nRLh3v&previous_page_section_name=1000&federated_search_id=2b74227d-507c-474c-a98f-bd87e15f3143,,,,,,,
676,676.0,,,,60€,Habitación en casa de campo cerca de Muro,baleares,https://www.airbnb.es/rooms/829401960170017741?adults=1&category_tag=Tag%3A8678&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-05&check_out=2023-09-10&source_impression_id=p3_1691086669_wVXPbcUJyvQ2Aunb&previous_page_section_name=1000&federated_search_id=4f07e5b3-3748-41fe-8903-b1347c2703d8,,,,,,,
677,677.0,,,,75€,magnífico apartamento en el 1er piso en un pequeño edificio tranquilo bien equipado y seguro,melilla,https://www.airbnb.es/rooms/52448678?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-03&check_out=2023-08-09&source_impression_id=p3_1691086621_7FuZ8dEvbXyjiOEy&previous_page_section_name=1000&federated_search_id=d7cf7e74-98c3-4468-86dd-76e02afbf9b3,piso,4 viajeros,2 dormitorios,3 camas,1 baño,,
678,678.0,,,,70€,"Yurta acogedora, íntima y original, con piscina",cataluña,https://www.airbnb.es/rooms/21548630?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-03&check_out=2023-09-08&source_impression_id=p3_1691085920_GsOFmBXj6Omohrrc&previous_page_section_name=1000&federated_search_id=e00e7f7d-9e26-460f-8f35-419ad1c98ee5,Montse,3 viajeros,1 dormitorio,1 cama,1 baño,"4,87",508
679,679.0,,,,68€,La casa de invitados 2,aragon,https://www.airbnb.es/rooms/941841479414615944?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-15&check_out=2023-08-20&source_impression_id=p3_1691085823_9vSw1CCDt6oiqAPw&previous_page_section_name=1000&federated_search_id=3397a057-7f5b-41d5-9b75-362a7ceaedde,Goyo,2 viajeros,1 cama,1 baño,,,
680,680.0,,,,80€,Apartament Menorca Mar para 2 personas. Un tesoro,baleares,https://www.airbnb.es/rooms/43611750?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-04&check_out=2023-10-09&source_impression_id=p3_1691086686_kvO%2FXUaLnxJ2pbCf&previous_page_section_name=1000&federated_search_id=d9d8b04f-5395-4daa-9b3c-9caab2159266,apto,2 viajeros,1 dormitorio,1 cama,1 baño,"4,76",101
681,681.0,,,,,,ceuta,https://www.airbnb.es/rooms/933026326094976974?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-13&check_out=2023-08-20&source_impression_id=p3_1691086499_oaCcdfJlICQHzpz%2F&previous_page_section_name=1000&federated_search_id=3f4508eb-959a-4b83-8f53-6b894315fc56,,,,,,,
682,682.0,,,,28€,apartamento de alto standing tranquilo y seguro,melilla,https://www.airbnb.es/rooms/44114236?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-17&check_out=2023-08-22&source_impression_id=p3_1691086578_8u3MXJ8VMsYu6Z8v&previous_page_section_name=1000&federated_search_id=1b80f752-7b37-41c7-bb92-f77123ee1753,piso,4 viajeros,1 dormitorio,1 cama,2 baños,"4,67",9
683,683.0,,,,90€,CASA CONCEJOS,la_rioja,https://www.airbnb.es/rooms/12127745?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-26&check_out=2023-08-31&source_impression_id=p3_1691085795_DT3m9Orz5w1acKsA&previous_page_section_name=1000&federated_search_id=00622a2c-a204-437a-b9a8-6dfbe9a4e0f5,casa rural,4 viajeros,1 dormitorio,3 camas,1 baño,"4,74",50
684,684.0,,,,,,castilla_la_mancha,https://www.airbnb.es/rooms/905004518465616156?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-22&check_out=2023-08-27&source_impression_id=p3_1691086220_N9x4R9mZsGHzf8MX&previous_page_section_name=1000&federated_search_id=fd8be956-1c2a-4cba-a75d-2ce3f91af429,,,,,,,
685,685.0,,,,140€,Apartamento muy cómodo iluminado.perfecto familia,pais_vasco,https://www.airbnb.es/rooms/44260744?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-30&check_out=2023-09-04&source_impression_id=p3_1691085652_jLZjO7ZmI70hm5uJ&previous_page_section_name=1000&federated_search_id=8ff9367c-5c5d-4896-ac59-bce6db020d4d,piso,5 viajeros,3 dormitorios,4 camas,2 baños,"4,49",35
686,686.0,,,,61€,Coqueto apartamento en pleno Carmen,valencia,https://www.airbnb.es/rooms/932352438394197702?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-10-30&check_out=2023-11-04&source_impression_id=p3_1691085366_I%2BWv8gVxxseh%2F8VK&previous_page_section_name=1000&federated_search_id=715ecdc3-3511-4ce1-a16d-881ec9184d03,apartamento con servicios,2 viajeros,1 dormitorio,1 cama,1 baño,,
687,687.0,,,,90€,"Casa Idalia - Naturaleza, piscina y BBQ",galicia,https://www.airbnb.es/rooms/18442788?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-27&check_out=2023-09-01&source_impression_id=p3_1691085455_zwEgj%2F9ChM%2BdnMOA&previous_page_section_name=1000&federated_search_id=2a3fbbba-790f-41bf-b073-6e97dbf161e1,vivienda,14 viajeros,5 dormitorios,10 camas,4 baños,"4,98",53
688,688.0,,,,135€,Precioso apartamento a 50 metros de la playa,melilla,https://www.airbnb.es/rooms/573106740725655982?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-08&check_out=2023-09-13&source_impression_id=p3_1691086578_3BSVcu2qsPXmLhvD&previous_page_section_name=1000&federated_search_id=1b80f752-7b37-41c7-bb92-f77123ee1753,vivienda vacacional,6 viajeros,3 dormitorios,3 camas,"1,5 baños","5,0",4
689,689.0,,,,154€,Casa Rural La Joyona,extremadura,https://www.airbnb.es/rooms/812037894278360946?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-04&check_out=2023-09-09&source_impression_id=p3_1691086404_%2FqJCLytYO6VNkP8b&previous_page_section_name=1000&federated_search_id=602a9d1a-6239-48ab-848c-f2dd2ff5c2c2,casa rural,7 viajeros,3 dormitorios,6 camas,2 baños,"5,0",8
690,690.0,,,,,,navarra,https://www.airbnb.es/rooms/945343504471750607?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-12&check_out=2023-08-18&source_impression_id=p3_1691085740_LhjpK7ZXT4tiVxPK&previous_page_section_name=1000&federated_search_id=1d9330a6-cc5d-4cde-ace7-b39a08194ef2,,,,,,,
691,691.0,,,,50€,Casa - Cabras Enanas en Cuenca,castilla_la_mancha,https://www.airbnb.es/rooms/691136735470117227?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-08-07&check_out=2023-08-12&source_impression_id=p3_1691086236_NbWve%2BTR4WnZNY9a&previous_page_section_name=1000&federated_search_id=378d2f85-9168-4a5a-bf66-a014c0c64f0c,Rocio,8 viajeros,2 dormitorios,4 camas,"1,5 baños","4,90",10
692,692.0,,,,68€,"Precioso,acogedor y limpio apartamento en La Rioja",navarra,https://www.airbnb.es/rooms/13738455?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2023-09-10&check_out=2023-09-15&source_impression_id=p3_1691085703_TakuOph0custABRl&previous_page_section_name=1000&federated_search_id=8ba610ee-e12b-4def-a2c0-2f1ceedda312,piso,6 viajeros,3 dormitorios,4 camas,2 baños,"4,91",220
693,693.0,,,,86€,"A.T. Arquimedes 2-2, en el centro de Melilla",melilla,https://www.airbnb.es/rooms/32957688?adults=1&children=0&enable_m3_private_room=true&infants=0&pets=0&check_in=2024-01-01&check_out=2024-01-06&source_impression_id=p3_1691086602_Hv7FjMTKE0NZz%2BKK&previous_page_section_name=1000&federated_search_id=22c2eb27-1058-46cd-bf08-ad381b8afbe6,piso,4 viajeros,2 dormitorios,3 camas,1 baño,"5,0",15
